TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,WR,YEAR
TCU,B12,26,12,1.58115E-01,-4.84222E-01,4.94376E-01,3.95553E-03,2.11708E-01,1.04723E+00,-7.25142E-01,-9.69462E-02,-6.70046E-02,-3.86102E-01,-8.60210E-01,1.13977E-01,5.15736E-01,-1.41280E-01,-3.56929E-01,-2.37843E-01,5.25181E-01,4.61538E-01,2021
Southern Illinois,MVC,25,12,-5.30130E-01,-1.61740E-01,-2.88116E-01,7.51071E-01,1.04073E+00,-9.33924E-02,1.67290E-01,-3.01570E+00,-1.21081E+00,-8.57606E-01,-1.70439E+00,1.72794E-01,1.45031E+00,1.10451E+00,1.25984E-02,-4.96600E-01,-7.63472E-02,4.80000E-01,2021
Indiana,B10,27,12,7.08710E-01,-1.34417E+00,1.30702E+00,-4.50811E-01,-4.44604E-01,-7.11228E-01,-4.57413E-01,-9.03755E-01,-6.54365E-01,1.26416E+00,-2.03627E-01,-1.80107E-01,-3.58545E-01,-6.54254E-01,-3.97987E-01,-4.64255E-01,9.35980E-01,4.44444E-01,2021
UNLV,MWC,25,12,4.79954E-02,3.78916E-02,3.42017E-02,2.63822E-01,6.26220E-01,4.29392E-01,-4.12791E-01,-1.20676E-01,-1.39629E+00,-2.38093E+00,-1.72362E-01,2.02203E-01,-3.58545E-01,1.51847E-01,1.44965E+00,-5.61289E-01,-1.76615E-02,4.80000E-01,2021
Longwood,BSth,27,12,-7.22839E-01,1.30029E-01,-6.31191E-01,-2.85278E-02,5.57135E-01,5.24443E-01,8.81236E-01,-2.86784E-01,-8.08934E-01,-5.49315E-01,-1.56729E-01,-1.50698E-01,2.05326E+00,1.51847E-01,-1.38339E+00,-8.20046E-01,-7.21889E-01,4.44444E-01,2021
Bradley,MVC,26,12,-6.21237E-02,-8.49587E-02,3.38100E-02,3.95553E-03,3.49879E-01,9.67110E-02,-3.68169E-01,-3.10513E-01,-1.02533E+00,-2.16331E+00,-7.19514E-01,7.31554E-01,-8.71055E-01,-1.02066E+00,1.53177E+00,-5.61289E-01,-3.25761E-01,4.61538E-01,2021
Oakland,Horz,30,12,-4.83588E-02,8.21063E-01,-5.65396E-01,-3.85844E-01,1.83522E+00,-4.26073E-01,3.34250E-02,1.64080E-01,1.26229E+00,-2.41023E-01,-2.11084E+00,-4.15374E-01,1.72164E+00,-3.24485E-01,1.20330E+00,8.29530E-01,-5.75175E-01,4.00000E-01,2021
Chicago St.,WAC,9,0,-2.49851E+00,2.15706E+00,-1.84057E+00,-2.78961E+00,3.45872E+00,1.47496E+00,-1.08212E+00,-3.01570E+00,2.59158E+00,-1.65554E+00,-3.13058E-01,-1.53289E+00,3.40991E+00,-3.32904E+00,2.10658E+00,8.94219E-01,2.61095E-01,0.00000E+00,2021
North Carolina St.,ACC,23,13,1.02530E+00,-9.14198E-01,1.25768E+00,9.13488E-01,5.22592E-01,1.65929E-03,1.50594E+00,1.87810E-01,9.22234E-01,-4.40506E-01,-8.44577E-01,7.60962E-01,3.95145E-01,8.84666E-01,5.46360E-01,8.56036E-02,8.77295E-01,5.65217E-01,2021
Montana St.,BSky,21,13,-5.85190E-01,3.29661E-01,-6.59781E-01,-6.10111E-02,-1.33719E-01,-4.26073E-01,7.80467E-02,-1.18851E+00,-8.70761E-01,1.04655E+00,3.74791E-01,4.08061E-01,-2.37955E-01,-8.00818E-01,1.25984E-02,1.82637E-01,7.03670E-02,6.19048E-01,2021
Hofstra,CAA,23,13,4.33412E-01,5.29293E-01,-1.35781E-02,2.96305E-01,3.49879E-01,-5.68651E-01,-5.46656E-01,-2.02743E-03,-1.90659E-01,-2.41023E-01,-1.40736E+00,7.60962E-01,6.36326E-01,-4.34408E-01,-2.33753E-01,2.14982E-01,2.61095E-01,5.65217E-01,2021
Florida Atlantic,CUSA,19,13,-1.30948E-01,-2.69234E-01,1.14096E-01,4.91205E-01,-1.33719E-01,8.09598E-01,-1.11966E-02,5.43755E-01,-1.92183E+00,-8.03202E-01,4.99854E-01,3.19836E-01,-4.79136E-01,4.44975E-01,4.23184E-01,1.82637E-01,4.10242E-02,6.84211E-01,2021
Cal Baptist,WAC,19,13,2.26939E-01,1.02069E+00,-4.92943E-01,1.33577E+00,5.57135E-01,4.76918E-01,-1.12674E+00,-4.76621E-01,-4.99797E-01,4.66233E-01,3.74791E-01,3.78653E-01,2.14259E-01,1.98390E+00,9.98004E-01,9.26564E-01,5.56956E-02,6.84211E-01,2021
Duke,ACC,24,13,1.64472E+00,-9.29555E-01,1.49501E+00,1.23832E+00,4.18964E-01,-1.88444E-01,5.24263E-01,6.38674E-01,-1.59746E-01,-2.01823E+00,-4.53754E-01,1.52558E+00,3.34850E-01,3.35052E-01,4.64243E-01,2.47327E-01,8.47952E-01,5.41667E-01,2021
North Alabama,ASun,20,13,-1.16332E+00,4.67868E-01,-1.10821E+00,-5.48261E-01,4.18964E-01,7.62073E-01,-1.11966E-02,-7.61377E-01,-1.64360E+00,-1.12963E+00,1.40297E-01,-5.33007E-01,1.53964E-01,-4.34408E-01,5.05301E-01,8.29530E-01,-1.35033E-01,6.50000E-01,2021
Idaho St.,BSky,19,13,-1.49367E+00,-2.38522E-01,-9.61733E-01,-8.73094E-01,-7.20945E-01,2.28290E+00,-2.34305E-01,3.53918E-01,-9.94416E-01,7.56390E-01,1.24664E-01,-2.38923E-01,-1.26297E+00,-1.46035E+00,8.74828E-01,-1.01411E+00,-1.35033E-01,6.84211E-01,2021
East Tennessee St.,SC,23,13,-6.21237E-02,-4.53510E-01,2.92683E-01,1.33889E-01,1.08080E-01,7.62073E-01,5.24263E-01,2.82729E-01,-9.32589E-01,-8.57606E-01,-5.00653E-01,-3.30646E-02,3.22613E-03,2.61770E-01,1.25984E-02,-6.25978E-01,4.10242E-02,5.65217E-01,2021
VMI,SC,22,13,4.19648E-01,4.67868E-01,1.54030E-02,1.27080E+00,1.42622E-01,-8.53806E-01,-2.33152E+00,-1.59192E+00,-1.17990E+00,-1.03895E+00,-1.79819E+00,9.66821E-01,4.55440E-01,1.03123E+00,-3.97987E-01,8.29530E-01,1.16813E-02,5.90909E-01,2021
The Citadel,SC,21,13,-4.83588E-02,9.59269E-01,-6.50773E-01,6.21138E-01,9.37105E-01,-1.23401E+00,-2.10841E+00,-1.61565E+00,-1.17990E+00,-1.86619E-01,-1.39173E+00,1.37854E+00,1.96282E+00,-5.07690E-01,-1.13704E+00,2.02628E+00,-1.20361E-01,6.19048E-01,2021
Providence,BE,26,13,6.26121E-01,-1.29811E+00,1.25729E+00,-5.15777E-01,-5.13689E-01,-7.11228E-01,-8.14386E-01,-4.94868E-02,1.18478E-01,-5.31180E-01,-7.35147E-01,-1.80107E-01,3.95145E-01,-8.00818E-01,-1.91715E+00,-3.34877E-01,8.47952E-01,5.00000E-01,2021
Murray St.,OVC,24,13,1.03055E-01,-6.96024E-02,1.52868E-01,1.56315E+00,-1.68262E-01,2.86814E-01,3.90398E-01,-4.05432E-01,-1.05624E+00,-1.52859E+00,-5.31919E-01,1.61381E+00,2.44407E-01,8.84666E-01,-7.26456E-01,-4.64255E-01,-4.13790E-01,5.41667E-01,2021
Georgia Southern,SB,22,13,-1.14955E+00,-1.31028E-01,-7.85496E-01,-6.13227E-01,3.15336E-01,1.28486E+00,1.55056E+00,2.58999E-01,4.58529E-01,-9.84550E-01,-5.31919E-01,-3.65622E-03,-1.17364E-01,-1.20387E+00,7.51652E-01,-2.70187E-01,-4.28461E-01,5.90909E-01,2021
UT Arlington,SB,23,13,-7.64133E-01,3.91086E-01,-8.11344E-01,-1.23041E+00,-3.00913E-02,-1.23401E+00,4.35020E-01,-5.71540E-01,8.60407E-01,-1.51046E+00,-8.44577E-01,-2.17988E+00,-5.39431E-01,4.08334E-01,9.56945E-01,6.03118E-01,-2.96418E-01,5.65217E-01,2021
Marquette,BE,27,13,5.84826E-01,-1.12919E+00,1.15311E+00,2.31339E-01,-8.24574E-01,1.04723E+00,-1.21598E+00,-4.94868E-02,-3.76142E-01,8.54029E-02,-7.50780E-01,8.19779E-01,-1.05194E+00,-6.90895E-01,-1.92694E-01,5.32589E-02,8.03938E-01,4.81481E-01,2021
Auburn,SEC,27,13,1.01154E+00,-6.83854E-01,1.14332E+00,4.26238E-01,-1.68262E-01,1.52249E+00,-5.58182E-02,1.35056E+00,6.74925E-01,3.03020E-01,-5.00653E-01,1.17268E+00,1.84112E-01,-5.80972E-01,-6.85397E-01,1.05594E+00,7.89266E-01,4.81481E-01,2021
Louisville,ACC,20,13,4.74707E-01,-1.29811E+00,1.18523E+00,-6.78194E-01,-5.82775E-01,-7.11228E-01,-9.03629E-01,6.38674E-01,-1.02533E+00,-4.40506E-01,-7.82045E-01,-2.09515E-01,3.04702E-01,-1.24051E+00,-1.58869E+00,-5.28944E-01,1.30277E+00,6.50000E-01,2021
Bellarmine,ASun,18,13,5.98591E-01,6.82856E-01,1.46198E-02,1.95295E+00,1.97339E+00,-5.68651E-01,2.08602E+00,-6.90188E-01,-2.83401E-01,-1.11149E+00,-1.03217E+00,1.99612E+00,9.37802E-01,1.06787E+00,2.10658E+00,-1.04646E+00,4.07809E-01,7.22222E-01,2021
James Madison,CAA,17,13,1.71879E-01,-2.23165E-01,3.21272E-01,1.98855E-01,-1.68262E-01,-9.48857E-01,9.70479E-01,-3.34243E-01,-4.07055E-01,1.13722E+00,-2.19260E-01,5.25695E-01,3.04702E-01,-3.24485E-01,-7.26456E-01,1.37939E+00,4.51824E-01,7.64706E-01,2021
Wagner,NEC,20,13,-2.54832E-01,3.60374E-01,-4.27148E-01,-2.55911E-01,7.35368E-02,-2.83496E-01,1.01510E+00,1.30311E+00,-4.37969E-01,-1.18403E+00,1.48473E+00,1.72794E-01,3.22613E-03,-8.74100E-01,5.36570E-02,-7.87701E-01,3.78467E-01,6.50000E-01,2021
Richmond,A10,20,13,9.01419E-01,-8.68130E-01,1.18248E+00,1.01094E+00,7.98934E-01,-1.75680E+00,1.19359E+00,-2.32754E+00,-4.99797E-01,-6.76258E-01,-9.22742E-01,1.40795E+00,1.66134E+00,4.19244E-02,-8.90690E-01,5.06084E-01,9.06638E-01,6.50000E-01,2021
Davidson,A10,20,13,1.34190E+00,-4.38153E-01,1.18209E+00,1.82302E+00,-2.71890E-01,-6.63702E-01,-1.08212E+00,-2.39324E-01,-2.26188E+00,-1.34725E+00,-9.22742E-01,2.29020E+00,-1.77660E-01,6.64821E-01,-3.97987E-01,-1.43459E+00,8.03938E-01,6.50000E-01,2021
Xavier,BE,21,13,9.15184E-01,-9.75624E-01,1.23222E+00,7.18588E-01,-8.59116E-01,-1.37659E+00,-9.92872E-01,-5.95270E-01,-6.85279E-01,-1.56486E+00,-1.76692E+00,1.52558E+00,-1.08209E+00,-6.17613E-01,-2.33753E-01,2.14982E-01,1.02401E+00,6.19048E-01,2021
George Mason,A10,21,13,-2.41067E-01,-7.91348E-01,3.97642E-01,-3.85844E-01,7.35368E-02,-5.21125E-01,3.01155E-01,2.35269E-01,-2.04548E+00,-9.48280E-01,-9.69641E-01,-1.80107E-01,-2.68102E-01,-5.44331E-01,5.46360E-01,1.50293E-01,5.39852E-01,6.19048E-01,2021
Loyola Marymount,WCC,22,13,5.29767E-01,-5.14935E-01,7.70872E-01,5.88655E-01,2.46250E-01,2.23537E+00,-5.91277E-01,7.81052E-01,-2.72558E+00,1.22789E+00,-3.99365E-04,9.08004E-01,3.04702E-01,-1.41280E-01,5.36570E-02,-4.31911E-01,7.45252E-01,5.90909E-01,2021
Northern Kentucky,Horz,25,14,-4.83588E-02,7.74994E-01,-5.33673E-01,2.31339E-01,5.57135E-01,-4.58665E-02,1.22668E-01,1.32683E+00,9.84062E-01,-1.22030E+00,-3.59957E-01,1.34913E+00,4.55440E-01,-1.27715E+00,4.64243E-01,-8.52391E-01,-3.23329E-02,5.60000E-01,2021
Saint Peter's,MAAC,25,14,-1.78274E+00,-1.22132E+00,-5.62263E-01,-1.39283E+00,-1.79177E+00,1.47496E+00,1.72905E+00,2.58999E-01,-5.61624E-01,-3.31697E-01,7.34348E-01,-1.47408E+00,-2.31814E+00,-6.90895E-01,-3.15870E-01,-1.73153E-01,-7.63472E-02,5.60000E-01,2021
Bowling Green,MAC,24,14,1.85644E-01,6.86042E-02,1.19970E-01,-5.80744E-01,4.88049E-01,-2.37463E+00,2.11911E-01,2.35269E-01,-9.79183E-02,-1.02082E+00,-7.35147E-01,-2.09515E-01,7.26769E-01,-8.74100E-01,-1.10577E-01,8.94219E-01,3.05110E-01,5.83333E-01,2021
Wyoming,MWC,25,14,7.22475E-01,6.82856E-01,1.05480E-01,1.23832E+00,9.71647E-01,-1.32906E+00,-2.34305E-01,-1.52073E+00,-5.30710E-01,1.39807E-01,-1.41096E-01,1.40795E+00,1.54075E+00,5.54898E-01,-5.62221E-01,5.38428E-01,3.49124E-01,5.60000E-01,2021
South Dakota,Sum,24,14,4.88472E-01,4.21799E-01,1.05088E-01,1.07590E+00,-2.02805E-01,-1.56669E+00,-1.43909E+00,-1.80548E+00,-1.58178E+00,-2.59158E-01,7.77652E-02,4.08061E-01,-5.99726E-01,1.80069E+00,4.23184E-01,4.73739E-01,4.10242E-02,5.83333E-01,2021
Georgia,SEC,25,14,6.94945E-01,-5.30291E-01,8.84056E-01,2.63822E-01,8.33476E-01,1.33238E+00,1.32745E+00,8.28511E-01,8.60407E-01,-4.15407E-02,-5.31919E-01,7.90371E-01,1.20913E+00,-6.90895E-01,-6.95187E-02,1.79987E+00,7.89266E-01,5.60000E-01,2021
Seton Hall,BE,27,14,8.73889E-01,-1.28275E+00,1.35520E+00,3.64388E-02,-2.37348E-01,9.67110E-02,2.56533E-01,9.28913E-02,8.75640E-02,2.12346E-01,-1.17287E+00,5.84512E-01,-8.10759E-01,-7.64177E-01,9.15887E-01,-2.05498E-01,9.65323E-01,5.18519E-01,2021
Austin Peay,OVC,25,14,1.58115E-01,5.75362E-01,-2.44644E-01,1.66372E-01,1.62796E+00,1.18981E+00,1.63980E+00,1.51667E+00,2.57366E-02,-9.30145E-01,-2.97425E-01,4.37470E-01,1.57090E+00,-3.24485E-01,1.03906E+00,-2.70187E-01,-4.13790E-01,5.60000E-01,2021
Stanford,P12,27,14,8.92901E-02,-1.46702E+00,1.07243E+00,4.91205E-01,-6.17317E-01,1.09475E+00,7.47371E-01,-9.98674E-01,-2.52487E-01,3.57425E-01,-1.21977E+00,1.08445E+00,-7.20317E-01,-7.27536E-01,-3.15870E-01,5.38428E-01,7.59923E-01,5.18519E-01,2021
Washington St.,P12,27,14,-2.82362E-01,-1.46702E+00,8.40584E-01,-6.45711E-01,-1.20454E+00,1.37991E+00,-5.58182E-02,3.53918E-01,-1.08716E+00,3.09985E-02,-3.28691E-01,-1.00354E+00,-8.71055E-01,-3.13575E-02,-1.26022E+00,8.56036E-02,4.51824E-01,5.18519E-01,2021
Minnesota,B10,29,14,5.84826E-01,-1.14454E+00,1.16329E+00,-1.58773E+00,-1.33719E-01,-1.51917E+00,1.67290E-01,-7.32165E-02,5.51270E-01,3.93694E-01,-7.85640E-02,-7.09458E-01,-2.98250E-01,-2.11989E+00,3.41067E-01,8.94219E-01,9.50652E-01,4.82759E-01,2021
Saint Louis,A10,20,14,9.56478E-01,-1.25204E+00,1.37321E+00,6.21138E-01,-7.20945E-01,-5.21125E-01,4.35020E-01,1.61159E+00,-2.32371E+00,-7.30663E-01,2.34094E-01,6.72737E-01,-7.50464E-01,3.71693E-01,-4.39046E-01,8.56036E-02,1.00934E+00,7.00000E-01,2021
UMBC,AE,20,14,-4.33776E-01,-4.53510E-01,2.08736E-03,1.33889E-01,-1.23909E+00,4.91851E-02,-3.23548E-01,-8.32566E-01,-1.61269E+00,3.75559E-01,-1.43863E+00,2.02203E-01,-1.44386E+00,-3.13575E-02,-6.03280E-01,1.50293E-01,5.54524E-01,7.00000E-01,2021
UC Riverside,BW,22,14,-8.96535E-02,-8.68130E-01,5.65263E-01,8.48521E-01,-1.48089E+00,-5.21125E-01,-9.92872E-01,-7.61377E-01,-1.76726E+00,-2.27212E+00,-9.69641E-01,3.49245E-01,-1.38356E+00,9.94589E-01,-1.01387E+00,-3.02532E-01,4.22481E-01,6.36364E-01,2021
Morgan St.,MEAC,19,14,-4.47541E-01,3.29661E-01,-5.47380E-01,-3.85844E-01,-7.20945E-01,9.52176E-01,1.55056E+00,1.23192E+00,-5.17715E-03,5.38773E-01,1.26587E+00,-2.68332E-01,2.74555E-01,-4.71049E-01,-1.83504E+00,1.25001E+00,1.87738E-01,7.36842E-01,2021
Dayton,A10,23,14,5.98591E-01,-6.99210E-01,9.25569E-01,1.82302E+00,-5.82775E-01,1.28486E+00,-5.02034E-01,-1.33089E+00,-3.45228E-01,-5.27108E-03,-1.26667E+00,1.73144E+00,-1.77660E-01,1.17779E+00,-1.05492E+00,-6.25978E-01,8.33280E-01,6.08696E-01,2021
Saint Mary's,WCC,23,14,-5.43895E-01,-2.14270E+00,1.08653E+00,-7.43160E-01,-8.59116E-01,-7.58754E-01,7.80467E-02,-7.85107E-01,-2.32371E+00,-1.23844E+00,-1.11034E+00,2.02203E-01,-1.02179E+00,-1.79012E+00,1.76833E-01,-1.33756E+00,1.00934E+00,6.08696E-01,2021
Indiana St.,MVC,24,15,-2.27302E-01,-8.06704E-01,4.15657E-01,-3.20877E-01,4.88049E-01,-1.88444E-01,1.37207E+00,-9.51215E-01,-6.54365E-01,3.21155E-01,-1.01654E+00,-3.56557E-01,9.98097E-01,-1.41280E-01,-5.21163E-01,-2.37843E-01,5.39852E-01,6.25000E-01,2021
Cal St. Bakersfield,BW,24,15,-1.17183E-01,-1.15671E-01,8.74521E-03,-4.83294E-01,1.77165E-01,4.29392E-01,8.81236E-01,2.18110E+00,-1.17990E+00,-1.38351E+00,1.17207E+00,-4.44782E-01,3.33737E-02,-1.41280E-01,2.17891E-01,-1.27287E+00,2.02410E-01,6.25000E-01,2021
UTSA,CUSA,22,15,4.19648E-01,2.68236E-01,1.53260E-01,-1.58461E-01,2.80793E-01,-1.42412E+00,-2.34305E-01,-6.66459E-01,-8.08934E-01,-1.96383E+00,5.46753E-01,2.57522E-02,1.53964E-01,-3.97767E-01,3.00008E-01,1.34704E+00,1.73067E-01,6.81818E-01,2021
Lipscomb,ASun,23,15,-4.06246E-01,5.13937E-01,-6.38240E-01,4.26238E-01,4.88049E-01,-6.16177E-01,-1.00440E-01,-1.44954E+00,-3.45228E-01,3.57425E-01,-1.89198E+00,6.13920E-01,1.23928E+00,-3.13575E-02,-6.44338E-01,-3.99566E-01,-1.93718E-01,6.52174E-01,2021
Radford,BSth,25,15,-7.22839E-01,1.14673E-01,-6.22575E-01,1.98855E-01,-6.46340E-02,2.14032E+00,-2.78926E-01,9.70890E-01,-1.55086E+00,1.02841E+00,-1.53243E+00,1.11386E+00,-9.91645E-01,-1.20387E+00,1.16224E+00,-1.24053E+00,-1.79047E-01,6.00000E-01,2021
Youngstown St.,Horz,23,15,-1.99773E-01,7.74994E-01,-6.52339E-01,-3.85844E-01,1.45525E+00,-9.48857E-01,3.34250E-02,8.52241E-01,-1.59746E-01,-5.31180E-01,-1.32920E+00,2.90428E-01,1.45031E+00,-1.20387E+00,8.33770E-01,-1.08464E-01,-2.52404E-01,6.52174E-01,2021
North Dakota St.,Sum,27,15,-1.72243E-01,-1.77096E-01,1.85362E-02,1.66372E-01,-6.46340E-02,1.65929E-03,-2.15303E+00,-1.44406E-01,-3.03472E+00,-1.68484E-01,-1.32920E+00,2.31611E-01,6.35214E-02,-3.13575E-02,-2.74811E-01,-9.17080E-01,5.56956E-02,5.55556E-01,2021
Montana,BSky,23,15,-6.54014E-01,-1.15671E-01,-4.17748E-01,-3.20877E-01,-1.68262E-01,3.34340E-01,-1.89683E-01,-1.56819E+00,-1.28832E-01,2.48616E-01,8.75044E-01,-7.68275E-01,2.74555E-01,8.84666E-01,-8.08573E-01,-5.93634E-01,-1.49704E-01,6.52174E-01,2021
Rice,CUSA,25,15,2.04657E-02,4.37155E-01,-2.72842E-01,8.81005E-01,5.91677E-01,1.14228E+00,-6.80521E-01,-6.18999E-01,-8.39848E-01,-1.49232E+00,-2.00141E+00,6.13920E-01,4.25293E-01,7.01462E-01,5.87418E-01,6.35462E-01,-2.99009E-03,6.00000E-01,2021
Mississippi St.,SEC,29,15,3.09528E-01,-1.39024E+00,1.14919E+00,-9.34944E-02,-1.06637E+00,1.52249E+00,-5.02034E-01,1.68278E+00,-5.92538E-01,-2.95428E-01,-1.67312E+00,8.45690E-02,-1.02179E+00,-2.14562E-01,-8.49631E-01,-6.90668E-01,6.71895E-01,5.17241E-01,2021
Navy,Pat,18,15,6.17603E-02,-1.92453E-01,2.11614E-01,6.89221E-02,7.98934E-01,-2.35970E-01,1.68442E+00,7.33593E-01,-1.42721E+00,-2.77293E-01,-3.59957E-01,4.37470E-01,1.32972E+00,-5.44331E-01,-3.56929E-01,-3.34877E-01,1.03868E+00,8.33333E-01,2021
Bryant,NEC,20,15,2.04657E-02,-8.49587E-02,9.60804E-02,1.23832E+00,-1.23909E+00,9.04650E-01,-7.25142E-01,-4.94868E-02,5.66503E-02,1.28637E-02,-1.21977E+00,7.02145E-01,-2.07807E-01,1.36100E+00,-2.24562E+00,2.02628E+00,5.39852E-01,7.50000E-01,2021
Marshall,CUSA,22,15,7.77535E-01,-1.77096E-01,7.17218E-01,1.59564E+00,-6.46340E-02,-1.13896E+00,5.24263E-01,-1.30716E+00,-4.07055E-01,-1.87315E+00,-1.14160E+00,1.87848E+00,-4.79136E-01,6.64821E-01,6.28477E-01,1.70284E+00,7.15909E-01,6.81818E-01,2021
Old Dominion,CUSA,22,15,-3.23657E-01,-5.76360E-01,1.76366E-01,-4.18327E-01,-3.00913E-02,-9.33924E-02,3.45776E-01,-3.34243E-01,-1.17990E+00,-5.85584E-01,-8.44577E-01,4.37470E-01,-5.39431E-01,-1.75348E+00,5.05301E-01,-7.61196E-02,6.57224E-01,6.81818E-01,2021
Akron,MAC,21,15,4.74707E-01,-1.77096E-01,5.07692E-01,5.23688E-01,-5.13689E-01,-8.06280E-01,-9.92872E-01,1.64080E-01,-2.21573E-01,-6.94393E-01,-1.17287E+00,1.05505E+00,3.22613E-03,-2.87844E-01,-1.13704E+00,2.14982E-01,6.57224E-01,7.14286E-01,2021
Kent St.,MAC,22,15,1.16820E-01,-3.61372E-01,3.72185E-01,2.96305E-01,-1.68262E-01,2.86814E-01,-4.57413E-01,1.16073E+00,-2.83401E-01,-1.16590E+00,-1.07907E+00,6.43329E-01,-5.39431E-01,-2.51203E-01,3.82125E-01,6.35462E-01,7.01238E-01,6.81818E-01,2021
Wofford,SC,22,15,2.26939E-01,-8.17724E-03,2.03389E-01,1.62812E+00,6.60763E-01,9.67110E-02,-1.11966E-02,-9.03755E-01,-4.68883E-01,-1.85502E+00,-1.46989E+00,2.20197E+00,8.77507E-01,5.18257E-01,5.36570E-02,-6.25978E-01,4.07809E-01,6.81818E-01,2021
Nevada,MWC,25,16,6.67416E-01,-4.68866E-01,8.21394E-01,4.58722E-01,-5.82775E-01,-1.88444E-01,-3.68169E-01,-1.18851E+00,-1.61269E+00,7.92660E-01,1.03137E+00,2.61019E-01,-7.20317E-01,4.81616E-01,-3.15870E-01,8.29530E-01,7.01238E-01,6.40000E-01,2021
Mississippi,SEC,27,16,4.47177E-01,-1.78951E+00,1.39123E+00,-3.20877E-01,-5.13689E-01,8.09598E-01,1.81829E+00,1.30311E+00,-7.16193E-01,-2.34059E-02,-2.81792E-01,4.37470E-01,-1.05194E+00,-1.57028E+00,5.46360E-01,-8.52391E-01,9.21309E-01,5.92593E-01,2021
St. John's,BE,27,16,1.03907E+00,-7.45279E-01,1.18797E+00,1.66372E-01,8.68019E-01,-9.01332E-01,1.46132E+00,-2.57571E-02,3.03960E-01,-1.07522E+00,-4.69387E-01,2.02203E-01,1.20913E+00,7.85654E-02,-6.95187E-02,1.96159E+00,1.02401E+00,5.92593E-01,2021
Stephen F. Austin,Slnd,18,16,-3.45939E-02,-1.00315E-01,7.17989E-02,1.66060E+00,2.80793E-01,2.23537E+00,2.62148E+00,1.70651E+00,-7.16193E-01,1.71753E+00,1.15644E+00,2.34902E+00,3.64998E-01,-7.27536E-01,5.36570E-02,6.35462E-01,7.15909E-01,8.88889E-01,2021
Prairie View A&M,SWAC,21,16,-1.13579E+00,-3.30659E-01,-6.51556E-01,1.33889E-01,-9.62744E-01,3.34340E-01,3.15694E+00,3.77648E-01,5.82183E-01,-1.38351E+00,1.79739E+00,1.14327E+00,-6.60021E-01,-1.38707E+00,-1.05492E+00,3.76705E-01,6.42552E-01,7.61905E-01,2021
Georgia St.,SB,20,16,2.95764E-01,1.60742E-01,1.39944E-01,4.58722E-01,-4.44604E-01,-9.01332E-01,4.79641E-01,3.77648E-01,9.22234E-01,-3.49832E-01,-3.16652E-02,5.55103E-01,-6.29874E-01,1.15206E-01,-1.10577E-01,9.91253E-01,6.27881E-01,8.00000E-01,2021
Coastal Carolina,SB,19,16,-5.57660E-01,-2.38522E-01,-2.57177E-01,3.64388E-02,-1.44634E+00,1.47496E+00,-2.34305E-01,1.46921E+00,-7.16193E-01,-4.22371E-01,-7.82045E-01,-1.21290E-01,-1.20268E+00,1.51847E-01,-1.38339E+00,9.58909E-01,3.34452E-01,8.42105E-01,2021
South Dakota St.,Sum,22,16,7.50005E-01,3.75730E-01,3.32238E-01,2.14785E+00,3.84421E-01,-6.63702E-01,-1.48371E+00,-1.25970E+00,-2.60193E+00,6.29446E-01,-1.32920E+00,1.40795E+00,1.84112E-01,2.46023E+00,4.64243E-01,1.15298E+00,6.42552E-01,7.27273E-01,2021
Memphis,Amer,24,16,6.70076E-03,-2.58803E+00,1.53966E+00,1.66372E-01,-2.13720E+00,1.76012E+00,1.68442E+00,1.04208E+00,-1.42721E+00,-5.96754E-02,2.02829E-01,-9.18814E-02,-1.02179E+00,4.44975E-01,-2.98468E+00,1.47642E+00,9.65323E-01,6.66667E-01,2021
Buffalo,MAC,23,16,4.88472E-01,-1.12919E+00,1.10611E+00,3.93755E-01,-1.34271E+00,-1.40918E-01,-4.57413E-01,1.92008E+00,-8.39848E-01,-7.48797E-01,-8.28944E-01,5.84512E-01,-3.88693E-01,-6.79985E-02,-2.49197E+00,1.86456E+00,5.98538E-01,6.95652E-01,2021
Furman,SC,22,16,6.81181E-01,-4.07441E-01,8.01420E-01,2.21282E+00,4.88049E-01,-4.26073E-01,8.36614E-01,-7.13918E-01,-6.54365E-01,-1.58300E+00,-9.54008E-01,3.43713E+00,6.66474E-01,2.25129E-01,-2.84601E-02,1.50293E-01,4.22481E-01,7.27273E-01,2021
Campbell,BSth,25,17,-4.83588E-02,4.67868E-01,-3.47254E-01,1.88799E+00,6.60763E-01,-9.33924E-02,1.28283E+00,-2.30381E+00,4.27615E-01,-1.32215E-01,-6.72615E-01,1.84907E+00,1.84223E+00,1.17779E+00,-1.38339E+00,-1.14349E+00,1.29053E-01,6.80000E-01,2021
South Alabama,SB,24,17,-1.72243E-01,6.06074E-01,-5.13308E-01,2.96305E-01,-1.33719E-01,-4.73599E-01,3.01155E-01,-6.90188E-01,1.07680E+00,-6.39989E-01,-1.59496E+00,8.45690E-02,-5.70691E-02,3.35052E-01,-3.56929E-01,-3.02532E-01,-9.10186E-02,7.08333E-01,2021
