TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,WR,YEAR
Weber St.,BSky,20,17,3.50823E-01,1.76098E-01,1.73233E-01,2.11537E+00,-6.46340E-02,-7.11228E-01,1.22668E-01,-1.63938E+00,-1.55086E+00,4.11829E-01,-4.06855E-01,2.40783E+00,-2.98250E-01,8.84666E-01,3.41067E-01,1.31470E+00,6.13209E-01,8.50000E-01,2021
Missouri St.,MVC,22,17,2.95764E-01,-6.37785E-01,6.92153E-01,1.40074E+00,-8.93659E-01,-2.35970E-01,-1.97455E+00,-1.30716E+00,-2.26188E+00,-7.12528E-01,-1.06344E+00,1.79026E+00,-8.71055E-01,2.98411E-01,-5.62221E-01,4.09050E-01,7.01238E-01,7.72727E-01,2021
Arizona,P12,26,17,1.36943E+00,-9.60267E-01,1.41707E+00,1.98855E-01,-3.06433E-01,-7.11228E-01,-2.78926E-01,1.18446E+00,-1.58178E+00,1.31857E+00,-3.75590E-01,-2.97740E-01,-3.88693E-01,1.10451E+00,-1.10577E-01,1.17948E-01,1.02401E+00,6.53846E-01,2021
Louisiana Lafayette,SB,24,17,-2.68597E-01,2.68236E-01,-3.77018E-01,1.33889E-01,-5.82775E-01,8.09598E-01,-6.35899E-01,6.86133E-01,-4.99797E-01,-8.03202E-01,-7.03881E-01,-9.18814E-02,-7.80612E-01,5.18257E-01,2.17891E-01,1.08829E+00,2.46424E-01,7.08333E-01,2021
Mercer,SC,26,18,2.81999E-01,-5.42461E-02,2.80933E-01,1.43322E+00,3.89941E-02,-3.31022E-01,-8.14386E-01,-7.61377E-01,-1.08716E+00,-1.76435E+00,-1.20413E+00,1.40795E+00,8.47359E-01,8.84666E-01,-1.21916E+00,5.32589E-02,1.87738E-01,6.92308E-01,2021
Wright St.,Horz,24,18,5.29767E-01,-9.75624E-01,1.03758E+00,1.46570E+00,-1.72268E+00,-3.31022E-01,-9.03629E-01,1.13700E+00,-1.42721E+00,-5.27108E-03,-2.03268E+00,1.37854E+00,-1.35342E+00,1.03123E+00,-1.54763E+00,1.18532E+00,5.83866E-01,7.50000E-01,2021
Colorado St.,MWC,23,18,4.47177E-01,-1.02169E+00,1.01878E+00,1.62812E+00,-8.93659E-01,6.19495E-01,5.68884E-01,-1.11732E+00,-1.08716E+00,-1.14080E-01,-1.09470E+00,1.93730E+00,9.36690E-02,6.64821E-01,-1.83504E+00,5.06084E-01,1.14138E+00,7.82609E-01,2021
Texas St.,SB,23,18,-4.88835E-01,-5.91716E-01,5.18254E-02,6.21138E-01,-1.33719E-01,6.67021E-01,1.81829E+00,-1.68135E-01,-9.32589E-01,-1.34725E+00,-2.34893E-01,-3.65622E-03,-5.39431E-01,1.91061E+00,3.41067E-01,-1.56397E+00,4.66495E-01,7.82609E-01,2021
Nicholls St.,Slnd,24,18,-7.09074E-01,1.45386E-01,-6.30408E-01,3.61272E-01,-3.06433E-01,-5.21125E-01,8.81236E-01,-1.68135E-01,-4.68883E-01,-1.22030E+00,-6.29311E-02,1.14327E+00,-5.09283E-01,-8.74100E-01,1.76833E-01,1.31470E+00,5.10509E-01,7.50000E-01,2021
Boise St.,MWC,25,18,6.26121E-01,-9.90980E-01,1.10141E+00,7.18588E-01,-4.79147E-01,-1.04391E+00,7.02749E-01,-4.76621E-01,-1.76726E+00,-2.34059E-02,-1.06344E+00,9.66821E-01,-2.37955E-01,7.85654E-02,-7.26456E-01,5.06084E-01,1.00934E+00,7.20000E-01,2021
Chattanooga,SC,24,18,-3.45939E-02,-3.15303E-01,2.14355E-01,1.66372E-01,6.26220E-01,-1.32906E+00,7.80467E-02,-1.59192E+00,-1.36538E+00,-1.16590E+00,-1.78255E+00,-1.50698E-01,8.77507E-01,4.44975E-01,-2.84601E-02,-3.02532E-01,4.81167E-01,7.50000E-01,2021
UC Irvine,BW,25,18,-5.71425E-01,-1.35953E+00,5.54688E-01,-8.40610E-01,-1.54997E+00,9.67110E-02,-1.89683E-01,4.25107E-01,-1.48904E+00,-9.84550E-01,-1.04781E+00,-7.09458E-01,-1.83578E+00,-4.71049E-01,-6.03280E-01,2.09143E-02,5.69195E-01,7.20000E-01,2021
Jacksonville St.,OVC,25,18,1.85644E-01,1.45386E-01,6.82742E-02,8.48521E-01,-6.86403E-01,5.71969E-01,-1.30522E+00,6.86133E-01,-4.68883E-01,-6.39989E-01,-1.45426E+00,1.08445E+00,-5.39431E-01,1.51847E-01,-6.85397E-01,-5.28944E-01,3.49124E-01,7.20000E-01,2021
Sam Houston St.,Slnd,24,19,-3.78716E-01,-1.46384E-01,-1.79241E-01,1.66372E-01,-5.48232E-01,7.62073E-01,1.50594E+00,-2.02743E-03,9.84062E-01,-8.21337E-01,7.34348E-01,-3.65622E-03,3.04702E-01,2.25129E-01,-1.67080E+00,1.05594E+00,4.66495E-01,7.91667E-01,2021
Southern Utah,BSky,19,20,4.74707E-01,4.21799E-01,9.99968E-02,8.16038E-01,5.57135E-01,-1.28154E+00,-7.25142E-01,-2.57571E-02,-1.73635E+00,8.83333E-01,-5.63185E-01,1.43736E+00,3.34850E-01,-2.87844E-01,5.87418E-01,8.29530E-01,8.62623E-01,1.05263E+00,2021
Western Kentucky,CUSA,27,20,1.99409E-01,-1.03705E+00,8.79748E-01,3.61272E-01,-4.10061E-01,1.18981E+00,1.67290E-01,6.62404E-01,-1.58178E+00,3.03020E-01,-1.97015E+00,4.37470E-01,-1.05194E+00,1.15206E-01,5.87418E-01,1.17948E-01,1.05335E+00,7.40741E-01,2021
Louisiana Tech,CUSA,27,21,-6.21237E-02,-1.49774E+00,9.94106E-01,1.98855E-01,-1.54997E+00,-1.40918E-01,7.80467E-02,-5.24080E-01,-1.89091E+00,1.39807E-01,-1.31356E+00,1.72794E-01,-8.71055E-01,1.51847E-01,-1.95821E+00,6.03118E-01,8.62623E-01,7.77778E-01,2021
Toledo,MAC,29,21,1.39695E+00,-2.07809E-01,1.09750E+00,1.43322E+00,-6.17317E-01,-1.51917E+00,-5.46656E-01,6.91616E-02,3.65787E-01,-1.09336E+00,-1.78255E+00,9.96229E-01,5.15736E-01,1.28772E+00,-1.99927E+00,4.41395E-01,8.03938E-01,7.24138E-01,2021
UAB,CUSA,27,22,-8.96535E-02,-1.31346E+00,8.66432E-01,-4.18327E-01,-1.06637E+00,-1.47164E+00,2.21988E+00,-7.32165E-02,-1.27264E+00,-8.39471E-01,-1.20413E+00,8.45690E-02,-9.61498E-01,-1.13059E+00,-8.08573E-01,-7.61196E-02,7.15909E-01,8.14815E-01,2021
Eastern Kentucky,OVC,27,22,-2.27302E-01,-1.31028E-01,-7.50653E-02,4.26238E-01,3.15336E-01,-9.96383E-01,2.53224E+00,-5.95270E-01,2.11219E-01,-1.61927E+00,-4.06855E-01,1.43386E-01,7.56916E-01,5.91539E-01,-5.62221E-01,2.38207E+00,5.54524E-01,8.14815E-01,2021
Belmont,OVC,29,26,7.36240E-01,-2.38522E-01,7.22701E-01,2.08289E+00,-2.71890E-01,-9.96383E-01,7.47371E-01,-7.61377E-01,-7.16193E-01,-1.20217E+00,-1.59496E+00,3.02541E+00,-3.28398E-01,1.88488E-01,-1.51636E-01,1.08829E+00,9.50652E-01,8.96552E-01,2021
Gonzaga,WCC,32,28,2.36050E+00,-2.03521E+00,1.84905E+00,2.86249E+00,-2.41354E+00,-1.42412E+00,-1.03749E+00,-4.94868E-02,-1.89091E+00,-7.12528E-01,-1.89198E+00,3.31949E+00,-2.25784E+00,1.03123E+00,-1.58869E+00,1.57346E+00,2.09502E+00,8.75000E-01,2022
Kansas,B12,40,34,2.29167E+00,-1.82022E+00,1.81694E+00,1.27080E+00,-1.48089E+00,-6.63702E-01,-2.34305E-01,8.52241E-01,-2.83401E-01,-4.04236E-01,-1.11034E+00,1.31972E+00,-8.71055E-01,7.01462E-01,-1.87610E+00,4.41395E-01,2.63786E+00,8.50000E-01,2022
Baylor,B12,34,27,2.01638E+00,-1.82022E+00,1.78208E+00,9.45971E-01,-7.90031E-01,-3.78547E-01,1.90753E+00,1.65905E+00,-2.21573E-01,-1.00268E+00,-1.11034E+00,1.31972E+00,-2.69215E-02,4.19244E-02,-1.71186E+00,-4.37750E-02,2.41779E+00,7.94118E-01,2022
Arizona,P12,37,33,2.04390E+00,-1.45167E+00,1.72334E+00,1.85550E+00,-1.96448E+00,-1.88444E-01,-5.46656E-01,1.27938E+00,-2.83401E-01,6.72681E-02,-1.68876E+00,2.31961E+00,-2.25784E+00,4.08334E-01,-6.44338E-01,1.47642E+00,2.40312E+00,8.91892E-01,2022
Duke,ACC,39,32,2.69085E+00,-1.09847E+00,1.76211E+00,1.85550E+00,-1.03183E+00,-1.75680E+00,-1.30522E+00,5.67485E-01,-1.90659E-01,-1.07522E+00,-2.45477E+00,2.02552E+00,-8.10759E-01,8.84666E-01,-9.72807E-01,-1.08464E-01,2.16838E+00,8.20513E-01,2022
Villanova,BE,38,30,1.93379E+00,-1.55916E+00,1.72529E+00,5.23688E-01,-9.62744E-01,-1.51917E+00,-1.00440E-01,4.48837E-01,-1.90659E-01,-8.57606E-01,-1.53243E+00,1.13977E-01,-3.58545E-01,6.28180E-01,-1.46551E+00,-1.79039E+00,2.18305E+00,7.89474E-01,2022
Kentucky,SEC,34,26,2.23661E+00,-1.19061E+00,1.70532E+00,1.04342E+00,-1.10092E+00,-9.48857E-01,-5.02034E-01,1.99127E+00,-1.42721E+00,-1.18403E+00,-1.46989E+00,1.29031E+00,-5.99726E-01,1.88488E-01,-1.46551E+00,2.09143E-02,2.12436E+00,7.64706E-01,2022
Auburn,SEC,34,28,1.17672E+00,-2.01985E+00,1.67908E+00,3.95553E-03,-2.06811E+00,-9.48857E-01,6.13506E-01,1.04208E+00,-1.90659E-01,-5.31180E-01,-9.41969E-02,6.43329E-01,-1.95637E+00,-8.74100E-01,-1.38339E+00,7.32496E-01,2.19772E+00,8.23529E-01,2022
Texas Tech,B12,37,27,1.01154E+00,-2.72624E+00,1.78913E+00,8.81005E-01,-1.48089E+00,5.24443E-01,2.04140E+00,9.23430E-01,-1.14898E+00,1.03538E-01,-4.53754E-01,1.70203E+00,-1.44386E+00,-7.64177E-01,-1.17810E+00,-4.64255E-01,2.08035E+00,7.29730E-01,2022
Tennessee,SEC,35,27,1.12166E+00,-2.46518E+00,1.76172E+00,2.63822E-01,-1.27363E+00,-4.73599E-01,1.90753E+00,7.33593E-01,-7.16193E-01,-1.00268E+00,-5.16286E-01,-1.80107E-01,-9.91645E-01,6.28180E-01,-1.26022E+00,-1.08464E-01,2.28575E+00,7.71429E-01,2022
Purdue,B10,37,29,2.53944E+00,-8.68130E-01,1.69435E+00,2.14785E+00,-3.40976E-01,-5.68651E-01,-2.06379E+00,1.39802E+00,-1.76726E+00,6.65716E-01,-2.06395E+00,1.96671E+00,-2.07807E-01,1.54420E+00,-4.80104E-01,-5.61289E-01,2.13904E+00,7.83784E-01,2022
Wisconsin,B10,33,25,7.63770E-01,-1.49774E+00,1.39828E+00,-7.10677E-01,-3.75518E-01,-2.70731E+00,-7.25142E-01,-8.08837E-01,-1.58178E+00,-3.86102E-01,-1.18850E+00,-1.21290E-01,-8.72167E-02,-1.27715E+00,-7.67514E-01,-4.31911E-01,2.06568E+00,7.57576E-01,2022
UCLA,P12,35,27,1.74108E+00,-1.68201E+00,1.71550E+00,2.31339E-01,-8.59116E-01,-2.61226E+00,3.45776E-01,4.72566E-01,-1.30355E+00,-9.12010E-01,-1.01654E+00,1.13977E-01,-5.99726E-01,4.44975E-01,-9.31748E-01,-7.55357E-01,1.86028E+00,7.71429E-01,2022
Illinois,B10,33,23,1.20425E+00,-1.55916E+00,1.56746E+00,8.48521E-01,-1.41180E+00,-2.83496E-01,-1.39447E+00,8.99701E-01,-9.01675E-01,-4.58641E-01,-1.03217E+00,6.72737E-01,-1.23283E+00,6.28180E-01,-1.01387E+00,-2.05498E-01,1.72824E+00,6.96970E-01,2022
Arkansas,SEC,37,28,7.63770E-01,-1.91236E+00,1.54827E+00,-4.18327E-01,-8.93659E-01,-8.53806E-01,8.36614E-01,6.91616E-02,-1.30355E+00,4.84368E-01,-4.53754E-01,2.90428E-01,-7.50464E-01,-1.38707E+00,-8.08573E-01,9.26564E-01,1.77225E+00,7.56757E-01,2022
Providence,BE,33,27,1.13542E+00,-1.17526E+00,1.41512E+00,3.64388E-02,-1.30817E+00,-8.06280E-01,-1.34984E+00,2.35269E-01,-6.54365E-01,4.48099E-01,-1.21977E+00,-3.30646E-02,-6.60021E-01,7.85654E-02,-1.79398E+00,-7.87701E-01,1.97765E+00,8.18182E-01,2022
Houston,Amer,38,32,1.83743E+00,-2.25020E+00,1.82281E+00,1.04342E+00,-2.34445E+00,-8.53806E-01,1.37207E+00,1.99127E+00,-4.68883E-01,-1.00268E+00,-1.60323E-02,1.58440E+00,-1.77548E+00,-1.41280E-01,-2.28668E+00,-1.30522E+00,2.02166E+00,8.42105E-01,2022
Iowa,B10,36,26,2.47062E+00,-9.14198E-01,1.69357E+00,1.10839E+00,-1.33719E-01,-2.70731E+00,2.56533E-01,7.09863E-01,1.49391E-01,-8.21337E-01,-1.32920E+00,9.96229E-01,1.84112E-01,7.74744E-01,-6.03280E-01,6.67807E-01,1.77225E+00,7.22222E-01,2022
Saint Mary's,WCC,33,26,9.15184E-01,-1.94307E+00,1.59919E+00,9.13488E-01,-6.17317E-01,-8.06280E-01,2.56533E-01,-4.52891E-01,-2.41645E+00,-2.03637E+00,-1.51679E+00,9.96229E-01,-6.90169E-01,4.81616E-01,-2.84601E-02,-1.30522E+00,1.68422E+00,7.87879E-01,2022
Connecticut,BE,33,23,1.38319E+00,-1.11383E+00,1.47582E+00,-9.34944E-02,-1.41180E+00,-6.63702E-01,-2.78926E-01,2.03873E+00,-5.92538E-01,-7.30663E-01,-4.85020E-01,-3.27149E-01,-2.01666E+00,3.71693E-01,3.82125E-01,-8.84735E-01,1.56685E+00,6.96970E-01,2022
Texas,B12,34,22,1.28684E+00,-1.78951E+00,1.64932E+00,6.89221E-02,-1.06637E+00,-4.26073E-01,1.95215E+00,5.43755E-01,8.75640E-02,-4.58641E-01,6.56183E-01,4.08061E-01,-8.10759E-01,-4.34408E-01,-1.05492E+00,-1.36990E+00,1.61087E+00,6.47059E-01,2022
LSU,SEC,34,22,4.33412E-01,-2.08128E+00,1.49814E+00,-1.58461E-01,-1.72268E+00,9.52176E-01,2.88921E+00,1.06581E+00,4.27615E-01,-2.04754E-01,4.68588E-01,3.78653E-01,-5.09283E-01,-9.47381E-01,-2.53303E+00,3.12016E-01,1.44948E+00,6.47059E-01,2022
Alabama,SEC,33,19,1.65849E+00,-7.45279E-01,1.43783E+00,4.58722E-01,-9.91767E-02,5.24443E-01,-3.23548E-01,1.42175E+00,3.03960E-01,-2.95428E-01,-3.99365E-04,1.99612E+00,3.22613E-03,-1.20387E+00,-2.33753E-01,1.31470E+00,1.40547E+00,5.75758E-01,2022
Colorado St.,MWC,30,25,1.20425E+00,-7.75992E-01,1.27256E+00,1.59564E+00,4.45143E-03,-1.66174E+00,-5.58182E-02,-1.75802E+00,-1.39629E+00,-8.93876E-01,-1.43863E+00,1.93730E+00,5.15736E-01,5.18257E-01,-6.85397E-01,-6.90668E-01,1.74291E+00,8.33333E-01,2022
Ohio St.,B10,32,20,1.69978E+00,-7.14567E-01,1.43783E+00,1.43322E+00,-8.59116E-01,-7.58754E-01,-1.39447E+00,-2.02743E-03,-2.52487E-01,-2.04754E-01,-8.91476E-01,1.43736E+00,-1.05194E+00,8.48026E-01,-2.33753E-01,-8.52391E-01,1.30277E+00,6.25000E-01,2022
Michigan St.,B10,36,23,1.16295E+00,-1.00634E+00,1.35676E+00,6.86105E-01,-6.86403E-01,4.91851E-02,-1.48371E+00,3.30188E-01,-7.47106E-01,-8.39471E-01,-1.01654E+00,1.43386E-01,-2.37955E-01,1.32436E+00,-1.13704E+00,-4.37750E-02,1.53751E+00,6.38889E-01,2022
Murray St.,OVC,31,31,9.42713E-01,-1.06776E+00,1.29253E+00,8.81005E-01,-6.86403E-01,-7.58754E-01,7.91992E-01,1.42175E+00,-1.17990E+00,-3.86102E-01,-1.37610E+00,1.20209E+00,3.64998E-01,1.15206E-01,-1.91715E+00,-5.61289E-01,1.62554E+00,1.00000E+00,2022
USC,P12,34,26,7.50005E-01,-1.06776E+00,1.20637E+00,4.26238E-01,-1.86085E+00,-3.78547E-01,-1.88530E+00,9.94619E-01,-8.70761E-01,-6.58123E-01,-1.25103E+00,2.90428E-01,-2.19755E+00,5.54898E-01,-4.80104E-01,-4.96600E-01,1.71357E+00,7.64706E-01,2022
North Carolina,ACC,39,29,1.54837E+00,-1.48238E+00,1.63404E+00,5.23688E-01,-5.13689E-01,-1.09143E+00,-2.24228E+00,6.14944E-01,-2.44736E+00,-7.66932E-01,-2.09521E+00,2.90428E-01,-5.39431E-01,5.91539E-01,-2.74811E-01,7.64841E-01,1.74291E+00,7.43590E-01,2022
San Diego St.,MWC,32,23,-1.03418E-01,-2.49590E+00,1.46250E+00,-3.85844E-01,-2.06811E+00,2.86814E-01,1.46132E+00,4.54319E-02,-6.85279E-01,-6.21854E-01,-5.94450E-01,-7.09458E-01,-1.74534E+00,4.44975E-01,-1.79398E+00,-7.87701E-01,1.49349E+00,7.18750E-01,2022
Boise St.,MWC,34,27,6.12356E-01,-1.57452E+00,1.36812E+00,2.63822E-01,-6.17317E-01,-1.40918E-01,7.02749E-01,3.06458E-01,-2.20005E+00,1.21672E-01,-1.39173E+00,4.37470E-01,-3.88693E-01,-6.79985E-02,-7.26456E-01,-1.04646E+00,1.62554E+00,7.94118E-01,2022
Seton Hall,BE,31,21,3.09528E-01,-1.49774E+00,1.19815E+00,-8.73094E-01,-1.54997E+00,-4.73599E-01,-5.58182E-02,7.09863E-01,-1.28832E-01,-7.30663E-01,-1.09470E+00,-9.74133E-01,-1.26297E+00,-3.61126E-01,-1.34233E+00,-4.37750E-02,1.39079E+00,6.77419E-01,2022
Memphis,Amer,33,22,1.27307E+00,-1.62059E+00,1.60075E+00,7.83555E-01,-1.20454E+00,1.80764E+00,7.91992E-01,1.92008E+00,4.27615E-01,5.93177E-01,-2.50526E-01,8.19779E-01,-1.14238E+00,4.81616E-01,-9.72807E-01,7.32496E-01,1.31744E+00,6.66667E-01,2022
TCU,B12,34,21,7.50005E-01,-1.69737E+00,1.47151E+00,-3.85844E-01,-9.28202E-01,1.28486E+00,-1.11966E-02,1.99127E+00,-1.05624E+00,-5.67449E-01,-1.23540E+00,3.49245E-01,-3.88693E-01,-1.46035E+00,-1.42445E+00,-5.93634E-01,1.53751E+00,6.17647E-01,2022
Creighton,BE,35,23,2.26939E-01,-1.69737E+00,1.25729E+00,2.31339E-01,-1.79177E+00,8.09598E-01,-1.39447E+00,-2.15595E-01,-3.14314E-01,-1.41978E+00,-2.18901E+00,1.23150E+00,-1.71519E+00,-1.24051E+00,-1.09598E+00,-2.37843E-01,1.36145E+00,6.57143E-01,2022
Marquette,BE,32,19,6.26121E-01,-1.02169E+00,1.11473E+00,7.18588E-01,-1.06637E+00,-7.11228E-01,1.22668E-01,-1.61565E+00,6.44011E-01,-1.51046E+00,-8.28944E-01,1.02564E+00,-8.71055E-01,7.85654E-02,-9.72807E-01,1.12063E+00,1.20007E+00,5.93750E-01,2022
San Francisco,WCC,33,24,9.70243E-01,-1.55916E+00,1.49109E+00,1.04342E+00,-1.03183E+00,-3.78547E-01,-1.00440E-01,1.64080E-01,-1.70543E+00,-1.09336E+00,-2.81792E-01,1.55499E+00,-1.77660E-01,4.19244E-02,-2.24562E+00,4.09050E-01,1.34678E+00,7.27273E-01,2022
Miami FL,ACC,37,26,1.43825E+00,-8.06704E-01,1.38104E+00,1.14087E+00,8.33476E-01,-2.23205E+00,7.91992E-01,-1.63938E+00,2.42133E-01,-1.02082E+00,-1.56369E+00,1.67262E+00,1.11869E+00,-1.04639E-01,5.36570E-02,-1.14303E-02,1.49349E+00,7.02703E-01,2022
Loyola Chicago,MVC,32,25,5.16002E-01,-1.66666E+00,1.37008E+00,1.85550E+00,-1.10092E+00,-9.33924E-02,6.58128E-01,-9.98674E-01,-1.70543E+00,-5.49315E-01,-9.22742E-01,1.70203E+00,-5.99726E-01,1.25108E+00,-1.42445E+00,-1.01411E+00,1.37612E+00,7.81250E-01,2022
Davidson,A10,33,27,1.74108E+00,-3.15303E-01,1.29919E+00,1.85550E+00,-2.02805E-01,-1.85185E+00,-8.59007E-01,-1.35462E+00,-2.20005E+00,-3.67967E-01,-1.06344E+00,1.49617E+00,-1.17364E-01,1.58084E+00,-3.15870E-01,-1.01411E+00,1.42014E+00,8.18182E-01,2022
Virginia Tech,ACC,36,23,1.71355E+00,-1.22132E+00,1.60075E+00,1.69309E+00,-3.75518E-01,-8.06280E-01,3.34250E-02,-3.57973E-01,-1.02533E+00,-1.81875E+00,-1.43863E+00,1.02564E+00,3.22613E-03,1.83733E+00,-8.49631E-01,-1.43459E+00,1.36145E+00,6.38889E-01,2022
Michigan,B10,34,19,1.47954E+00,-1.06776E+00,1.48835E+00,7.18588E-01,-1.33719E-01,-6.63702E-01,-1.75144E+00,4.01377E-01,-1.70543E+00,-9.30145E-01,-1.43863E+00,1.05505E+00,3.34850E-01,-1.04639E-01,-8.08573E-01,-4.31911E-01,1.14138E+00,5.58824E-01,2022
Notre Dame,ACC,34,24,1.32813E+00,-9.90980E-01,1.41042E+00,1.33577E+00,-3.75518E-01,-1.47164E+00,-1.57295E+00,-1.71056E+00,-1.48904E+00,-1.31098E+00,-1.97015E+00,8.19779E-01,9.36690E-02,1.36100E+00,-9.72807E-01,-7.55357E-01,1.39079E+00,7.05882E-01,2022
Iowa St.,B12,35,22,-1.99773E-01,-2.26555E+00,1.33366E+00,-2.55911E-01,-7.55488E-01,8.09598E-01,2.66610E+00,-2.15595E-01,-3.76142E-01,-1.34725E+00,2.96626E-01,2.90428E-01,4.55440E-01,-9.84022E-01,-2.24562E+00,-4.64255E-01,1.52284E+00,6.28571E-01,2022
Rutgers,B10,32,18,4.74707E-01,-1.05241E+00,1.05285E+00,3.95553E-03,-5.13689E-01,-6.63702E-01,-3.68169E-01,6.91616E-02,-7.78020E-01,-1.51046E+00,-9.69641E-01,8.45690E-02,-6.60021E-01,-1.04639E-01,-1.92694E-01,-8.84735E-01,1.00934E+00,5.62500E-01,2022
Indiana,B10,35,21,6.26121E-01,-1.77415E+00,1.45350E+00,2.31339E-01,-1.34271E+00,-7.11228E-01,-4.57413E-01,-5.47810E-01,-1.36538E+00,-1.86619E-01,-6.41349E-01,5.25695E-01,-1.62475E+00,-3.24485E-01,-5.62221E-01,-1.73153E-01,1.14138E+00,6.00000E-01,2022
UAB,CUSA,33,27,1.19048E+00,-6.22429E-01,1.19854E+00,9.45971E-01,-5.82775E-01,-1.09143E+00,1.10434E+00,9.47160E-01,-6.23451E-01,-9.48280E-01,-5.47552E-01,4.96287E-01,-4.48988E-01,1.39764E+00,-6.03280E-01,3.76705E-01,1.09737E+00,8.18182E-01,2022
Wyoming,MWC,33,25,6.53651E-01,-8.98842E-01,1.06538E+00,7.83555E-01,-1.03183E+00,-7.58754E-01,-1.30522E+00,-9.03755E-01,-1.51995E+00,4.66233E-01,-1.56369E+00,1.55499E+00,-2.68102E-01,-4.34408E-01,-1.75292E+00,-6.25978E-01,1.39079E+00,7.57576E-01,2022
New Mexico St.,WAC,31,27,3.92118E-01,-1.09847E+00,1.03327E+00,6.53622E-01,-1.68814E+00,9.99702E-01,-8.14386E-01,7.81052E-01,-1.17990E+00,1.28637E-02,-1.01654E+00,1.20209E+00,-1.11224E+00,-2.87844E-01,-1.87610E+00,-5.28944E-01,1.21474E+00,8.70968E-01,2022
Richmond,A10,37,24,5.16002E-01,-6.22429E-01,8.34318E-01,3.93755E-01,1.42622E-01,-2.08948E+00,7.80467E-02,-1.63938E+00,-6.23451E-01,-6.39989E-01,-1.78255E+00,9.37413E-01,1.84112E-01,-4.34408E-01,-2.84601E-02,-3.34877E-01,8.77295E-01,6.48649E-01,2022
Vermont,AE,33,28,9.01419E-01,-8.98842E-01,1.19188E+00,2.34275E+00,-8.24574E-01,-1.89937E+00,-8.14386E-01,-1.33089E+00,-3.34386E+00,-1.41978E+00,-1.79819E+00,2.79014E+00,-1.20268E+00,9.57948E-01,1.25984E-02,-9.49425E-01,9.94666E-01,8.48485E-01,2022
Chattanooga,SC,33,27,5.71061E-01,-8.98842E-01,1.02465E+00,7.51071E-01,-2.37348E-01,-8.06280E-01,-2.34305E-01,8.04782E-01,-1.02533E+00,-1.40165E+00,-1.09470E+00,1.14327E+00,8.47359E-01,-1.04639E-01,-1.67080E+00,-1.01411E+00,1.14138E+00,8.18182E-01,2022
South Dakota St.,Sum,33,30,1.50707E+00,5.32479E-02,1.01878E+00,3.02490E+00,4.53507E-01,-1.61422E+00,-1.26060E+00,-1.33089E+00,-1.61269E+00,1.28637E-02,-2.11084E+00,1.99612E+00,3.04702E-01,3.48617E+00,3.41067E-01,6.03118E-01,1.33211E+00,9.09091E-01,2022
Akron,MAC,32,24,3.23293E-01,-2.23165E-01,4.30931E-01,8.48521E-01,-3.40976E-01,-4.73599E-01,-5.02034E-01,-7.32165E-02,-9.63502E-01,8.65199E-01,-1.36046E+00,9.08004E-01,-5.69579E-01,4.08334E-01,1.76833E-01,-1.88742E+00,4.81167E-01,7.50000E-01,2022
Colgate,Pat,34,23,5.29767E-01,7.17906E-03,4.25056E-01,1.85550E+00,-4.10061E-01,-8.53806E-01,-1.17136E+00,-6.42729E-01,-1.36538E+00,-1.49232E+00,-1.67312E+00,8.78596E-01,-3.88693E-01,2.27702E+00,-2.74811E-01,-2.37843E-01,2.17081E-01,6.76471E-01,2022
Longwood,BSth,29,26,3.50823E-01,8.39605E-02,2.35112E-01,5.23688E-01,4.53507E-01,-1.40918E-01,6.13506E-01,9.23430E-01,-1.55086E+00,1.57942E-01,-1.29793E+00,-3.56557E-01,1.39002E+00,1.54420E+00,-9.31748E-01,-6.25978E-01,7.74595E-01,8.96552E-01,2022
Yale,Ivy,30,19,-5.16365E-01,-8.06704E-01,1.99081E-01,-6.10111E-02,-4.10061E-01,-1.88444E-01,-1.89683E-01,-8.80026E-01,-8.70761E-01,-4.22371E-01,-4.22488E-01,2.90428E-01,5.76031E-01,-5.80972E-01,-1.58869E+00,3.76705E-01,3.93138E-01,6.33333E-01,2022
Montana St.,BSky,33,27,6.17603E-02,-1.00315E-01,1.43860E-01,1.30329E+00,-2.37348E-01,1.65929E-03,-1.89683E-01,-6.18999E-01,-1.86000E+00,1.01028E+00,2.02829E-01,1.11386E+00,-1.17364E-01,1.03123E+00,-3.15870E-01,-2.05498E-01,7.01238E-01,8.18182E-01,2022
Saint Peter's,MAAC,33,22,-5.16365E-01,-1.54381E+00,7.22701E-01,-7.75644E-01,-2.03357E+00,6.67021E-01,8.36614E-01,3.77648E-01,-1.59746E-01,5.20638E-01,1.00011E+00,-1.03295E+00,-1.44386E+00,1.51847E-01,-2.12245E+00,-6.90668E-01,2.90438E-01,6.66667E-01,2022
Delaware,CAA,34,22,4.60942E-01,7.17906E-03,3.78843E-01,1.14087E+00,-1.68262E-01,-1.88444E-01,-5.58182E-02,-6.18999E-01,5.51270E-01,-5.27108E-03,-8.91476E-01,1.55499E+00,-4.79136E-01,1.15206E-01,4.23184E-01,-3.67221E-01,3.05110E-01,6.47059E-01,2022
