"","TEAM","CONF","G","W","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","WR","YEAR"
"202","SMU","Amer",30,25,1.75805,-1.20454,0.0491851,-0.145061,2.8218,-0.314314,-0.132215,-0.688248,0.833333,2016
"203","South Florida","Amer",33,8,-1.45779,-0.997287,1.52249,-1.92993,1.25565,0.922234,-0.277293,0.124664,0.242424,2016
"204","Tulane","Amer",34,13,-1.45779,-0.582775,0.381866,-0.10044,0.662404,0.087564,-0.585584,0.218462,0.382353,2016
"205","UCF","Amer",30,12,-0.223428,-1.03183,1.23733,-2.33152,0.472566,0.30396,0.484368,-1.51679,0.4,2016
"206","Connecticut","Amer",32,16,-0.450811,-1.54997,0.00165929,-1.12674,0.140351,0.30396,-0.00527108,-0.438121,0.5,2017
"207","East Carolina","Amer",33,15,-1.32786,-1.86085,0.999702,-0.725142,0.330188,0.489442,0.520638,-1.1885,0.454545,2017
"208","Houston","Amer",32,22,0.588655,-1.03183,-1.80432,0.925857,0.591215,0.365787,-1.07522,0.312259,0.6875,2017
"209","Memphis","Amer",32,19,-0.320877,-0.444604,-1.13896,0.301155,0.543755,0.334874,0.393694,-0.250526,0.59375,2017
"210","South Florida","Amer",30,7,-0.710677,0.315336,2.2829,0.211911,0.306458,1.38594,-0.694393,0.828146,0.233333,2017
"211","Temple","Amer",32,16,-0.0610111,-0.340976,-0.996383,-0.145061,-0.429162,0.829493,-1.47419,-0.422488,0.5,2017
"212","Tulane","Amer",31,6,-1.13296,1.24799,0.0491851,0.479641,-0.00202743,0.922234,-0.0415407,0.937576,0.193548,2017
"213","Tulsa","Amer",32,15,-0.320877,0.10808,1.47496,-0.10044,0.0454319,-0.376142,1.49992,-0.266159,0.46875,2017
"214","UCF","Amer",36,24,0.166372,-2.55171,1.57001,-1.75144,0.781052,-1.24173,0.974007,-1.95451,0.666667,2017
"215","Connecticut","Amer",32,14,-0.775644,0.349879,-0.0933924,-0.145061,0.0217023,0.984062,-0.386102,-0.141096,0.4375,2018
"216","East Carolina","Amer",30,10,-0.515777,0.488049,0.90465,-0.591277,-0.357973,0.922234,-1.05709,-0.578818,0.333333,2018
"217","Memphis","Amer",34,21,0.263822,0.24625,0.809598,0.122668,1.37429,1.2932,1.64499,-0.37559,0.617647,2018
"218","SMU","Amer",33,17,0.686105,-0.202805,-0.331022,1.37207,0.804782,0.674925,-0.730663,-0.656982,0.515152,2018
"219","South Florida","Amer",32,10,-0.613227,0.349879,1.28486,-0.94825,-0.120676,0.334874,-0.259158,-0.344324,0.3125,2018
"220","Temple","Amer",33,17,-0.190944,-0.0991767,-1.32906,0.033425,-0.381702,0.891321,-1.61927,-0.516286,0.515152,2018
"221","Tulane","Amer",31,14,0.523688,0.142622,0.0491851,-0.635899,-0.429162,0.149391,-0.00527108,-0.0316652,0.451613,2018
"222","Tulsa","Amer",31,19,0.263822,-0.202805,-0.0458665,-0.323548,0.638674,0.0257366,1.2823,-1.48553,0.612903,2018
"223","UCF","Amer",32,19,-0.678194,-1.51543,0.952176,0.122668,-0.191865,-0.283401,1.55432,-1.34483,0.59375,2018
"224","Connecticut","Amer",33,16,0.361272,-0.168262,-0.0933924,0.613506,0.709863,0.211219,-0.331697,0.687449,0.484848,2019
"225","East Carolina","Amer",31,10,-1.23041,0.315336,0.144237,0.390398,-0.263054,0.458529,0.194212,1.09391,0.322581,2019
"226","Memphis","Amer",36,22,0.361272,-0.513689,0.524443,1.19359,0.97089,0.427615,0.502503,0.42169,0.611111,2019
"227","SMU","Amer",32,15,0.426238,-0.0300913,-0.996383,-0.502034,0.97089,0.644011,-1.2203,-0.828944,0.46875,2019
"228","South Florida","Amer",37,24,-0.255911,-0.582775,1.85517,1.46132,1.65905,-0.839848,2.46106,1.29713,0.648649,2019
"229","Tulane","Amer",31,4,-0.905577,0.177165,1.09475,-1.57295,-0.54781,0.427615,-0.313562,-0.500653,0.129032,2019
"230","Tulsa","Amer",32,18,0.426238,-0.686403,-0.331022,-0.457413,-1.497,-0.0360909,1.60872,-0.703881,0.5625,2019
"231","Wichita St.","Amer",37,22,-0.970544,-0.859116,-0.616177,-0.457413,0.757322,-0.808934,-1.03895,0.624918,0.594595,2019
"232","Florida Gulf Coast","ASun",30,19,-0.548261,-1.6536,-0.473599,-0.591277,1.20819,0.798579,-0.259158,-0.0316652,0.633333,2015
"233","Jacksonville","ASun",29,7,-1.06799,1.52433,-0.0458665,0.211911,-0.381702,1.32411,0.865199,0.624918,0.241379,2015
"234","Kennesaw St.","ASun",30,8,-1.49028,0.211708,1.23733,-1.08212,0.0691616,1.72599,-0.857606,0.140297,0.266667,2015
"235","Lipscomb","ASun",28,11,-0.580744,1.38616,0.00165929,-0.368169,-0.0257571,-0.0360909,0.937738,1.90682,0.392857,2015
"236","Northern Kentucky","ASun",28,11,0.426238,0.177165,-0.426073,-0.903629,-0.191865,0.149391,-0.821337,1.64106,0.392857,2015
"237","Stetson","ASun",28,6,-0.580744,0.522592,-0.188444,-0.992872,-0.761377,1.72599,-0.0778102,-0.516286,0.214286,2015
"238","USC Upstate","ASun",32,20,-0.125978,-1.03183,-0.853806,0.747371,1.39802,1.23137,-0.748797,-0.703881,0.625,2015
"239","Jacksonville","ASun",28,12,-0.0610111,1.21345,-1.56669,-0.546656,-0.54781,-1.05624,-0.567449,-0.203627,0.428571,2016
"240","Kennesaw St.","ASun",29,9,-0.385844,1.07528,-0.0933924,-0.278926,-0.239324,1.57142,-0.186619,0.656183,0.310345,2016
"241","Lipscomb","ASun",31,10,0.523688,0.971647,-0.0458665,-0.412791,-0.57154,0.211219,0.0309985,0.15593,0.322581,2016
"242","NJIT","ASun",34,19,0.621138,0.418964,-0.23597,0.256533,-0.59527,0.489442,-0.150349,0.140297,0.558824,2016
"243","North Florida","ASun",31,19,2.60262,0.591677,-1.61422,-1.8853,-1.23597,1.20046,-1.05709,-1.20413,0.612903,2016
"244","Stetson","ASun",30,8,0.426238,1.52433,-0.901332,-1.30522,-0.974944,1.04589,-0.132215,-0.625716,0.266667,2016
"245","USC Upstate","ASun",28,7,0.0689221,1.55887,0.714547,-1.57295,0.899701,0.736752,-0.658123,0.280993,0.25,2016
"246","Jacksonville","ASun",29,17,1.2708,2.24973,-0.0933924,1.0151,-0.713918,-0.314314,0.0128637,0.312259,0.586207,2017
"247","Kennesaw St.","ASun",30,14,0.458722,1.28253,0.096711,-0.502034,0.425107,-0.314314,-0.712528,0.218462,0.466667,2017
"248","Lipscomb","ASun",30,20,1.6606,0.660763,0.667021,0.747371,-0.239324,0.427615,1.20976,1.4691,0.666667,2017
"249","NJIT","ASun",29,11,-0.385844,1.76613,0.476918,-0.10044,0.282729,-1.33447,-0.222889,0.234094,0.37931,2017
"250","North Florida","ASun",30,15,0.458722,0.902562,1.66506,-0.859007,0.94716,0.705838,0.0672681,0.0308665,0.5,2017
"251","Stetson","ASun",29,11,0.00395553,0.971647,-1.80432,-1.57295,-1.94786,1.0768,-0.349832,-0.406855,0.37931,2017
"252","USC Upstate","ASun",29,17,0.816038,0.211708,-0.378547,-1.84068,0.21154,0.211219,-0.476776,-0.766413,0.586207,2017
"253","Florida Gulf Coast","ASun",32,23,1.75805,-0.064634,0.381866,0.122668,0.472566,-0.870761,-0.204754,0.0464994,0.71875,2018
"254","Jacksonville","ASun",29,15,-0.288394,0.62622,0.239288,-0.368169,-0.808837,0.0566503,-0.821337,-1.00091,0.517241,2018
"255","Kennesaw St.","ASun",28,10,-0.158461,1.4207,0.239288,0.0780467,0.0691616,1.26229,0.0854029,-0.297425,0.357143,2018
"256","NJIT","ASun",28,14,-0.0285278,1.00619,-0.0933924,0.747371,0.16408,-0.283401,-0.295428,-0.172362,0.5,2018
"257","North Florida","ASun",30,14,1.20584,1.35162,0.286814,-2.19766,-1.0224,1.69508,-1.23844,-1.76692,0.466667,2018
"258","Stetson","ASun",28,12,-0.320877,1.55887,-1.80432,-0.0558182,-1.44954,-0.623451,-1.72808,0.343525,0.428571,2018
"259","USC Upstate","ASun",28,7,0.0689221,3.25147,-1.23401,-1.61757,-0.54781,0.396701,-2.34466,0.202829,0.25,2018
"260","Florida Gulf Coast","ASun",30,14,0.881005,0.695306,1.18981,0.256533,-0.880026,0.396701,-0.476776,-1.15724,0.466667,2019
"261","Jacksonville","ASun",30,12,-0.0934944,0.695306,0.571969,-0.189683,-0.239324,-0.654365,-0.730663,-0.938375,0.4,2019
"262","Kennesaw St.","ASun",30,5,-2.91954,1.24799,0.144237,-0.680521,-0.0257571,0.396701,-0.803202,-1.11034,0.166667,2019
"263","Lipscomb","ASun",35,29,1.59564,-0.582775,-0.426073,0.43502,-0.785107,-1.76726,0.321155,-1.07907,0.828571,2019
"264","NJIT","ASun",34,22,0.263822,-0.375518,-0.758754,-0.323548,-1.75802,-0.747106,0.701986,-0.797678,0.647059,2019
"265","North Alabama","ASun",29,10,-1.75014,0.868019,0.286814,-0.635899,-0.476621,-1.36538,-0.676258,0.499854,0.344828,2019
"266","North Florida","ASun",31,16,0.718588,-0.686403,1.47496,-0.769764,0.0217023,0.984062,-1.67367,-0.656982,0.516129,2019
"267","Stetson","ASun",29,7,-1.42531,1.52433,-0.568651,-0.278926,-0.334243,0.767666,-1.72808,-0.281792,0.241379,2019
"268","Illinois","B10",33,19,-0.74316,-0.720945,-1.66174,0.479641,0.21154,-0.468883,-0.603719,-0.688248,0.575758,2015
"269","Michigan","B10",31,15,-0.158461,0.280793,-1.47164,0.345776,-0.903755,0.520356,-1.43792,-1.26667,0.483871,2015
"270","Minnesota","B10",32,17,0.718588,0.24625,-0.473599,2.48761,0.16408,1.20046,-0.295428,-0.0472981,0.53125,2015
"271","Nebraska","B10",31,13,-1.19793,-1.13546,0.33434,0.881236,-0.618999,0.242133,0.357425,0.578019,0.419355,2015
"272","Northwestern","B10",32,15,0.166372,-0.582775,-0.283496,-1.39447,-0.405432,0.427615,-1.07522,-0.313058,0.46875,2015
"273","Penn St.","B10",34,18,-0.613227,-1.6536,-0.23597,-0.368169,0.0928913,0.458529,0.0309985,1.04701,0.529412,2015
"274","Rutgers","B10",32,10,-2.04249,-0.0991767,0.667021,-0.234305,0.282729,0.582183,-0.349832,-0.438121,0.3125,2015
"275","Illinois","B10",34,15,0.101405,1.21345,-1.80432,0.16729,-1.85294,-0.437969,-0.730663,-1.29793,0.441176,2016
"276","Minnesota","B10",31,8,-1.29538,0.557135,-1.04391,-0.368169,-0.666459,-0.0979183,0.466233,-0.0941969,0.258065,2016
"277","Nebraska","B10",34,16,0.133889,0.00445143,-0.616177,0.479641,0.591215,-0.437969,-0.349832,0.765614,0.470588,2016
"278","Northwestern","B10",32,20,0.848521,-1.23909,-1.37659,-0.992872,0.282729,-0.376142,-1.11149,0.0308665,0.625,2016
"279","Ohio St.","B10",35,21,-0.158461,-1.20454,0.0491851,-0.680521,0.21154,-0.128832,0.266751,-0.688248,0.6,2016
"280","Penn St.","B10",32,16,-1.06799,-0.444604,-0.853806,-0.457413,-0.144406,-0.0360909,-0.00527108,1.20334,0.5,2016
"281","Rutgers","B10",31,6,-1.32786,0.660763,0.096711,-1.12674,-0.951215,1.9733,-0.00527108,-0.797678,0.193548,2016
"282","Illinois","B10",34,20,0.231339,-0.064634,-0.188444,-0.0558182,-0.168135,-0.994416,-0.367967,-0.735147,0.588235,2017
"283","Indiana","B10",34,18,1.72557,-0.479147,1.28486,-1.30522,1.68278,-0.468883,-0.0778102,0.312259,0.529412,2017
"284","Iowa","B10",34,19,0.848521,0.315336,-0.0458665,0.211911,0.591215,0.860407,0.0672681,-1.1416,0.558824,2017
"285","Nebraska","B10",30,12,-1.26289,0.660763,-0.0458665,0.301155,1.04208,0.118478,-0.821337,-0.234893,0.4,2017
"286","Ohio St.","B10",32,17,0.751071,-0.410061,0.239288,-0.502034,0.0928913,-0.221573,0.647581,-0.844577,0.53125,2017
"287","Penn St.","B10",33,15,-0.873094,-0.306433,-0.378547,0.747371,-0.642729,0.334874,-0.313562,-0.563185,0.454545,2017
"288","Rutgers","B10",32,15,-1.68518,-0.893659,0.476918,0.122668,1.94381,0.180305,-0.603719,-0.563185,0.46875,2017
"289","Illinois","B10",31,14,-0.0285278,1.10982,0.0491851,2.0414,1.11327,0.55127,-0.259158,2.04751,0.451613,2018
"290","Indiana","B10",31,16,0.393755,0.24625,-0.23597,0.479641,0.591215,-0.00517715,0.33929,-0.406855,0.516129,2018
"291","Iowa","B10",33,14,1.43322,1.04073,0.00165929,-1.39447,1.137,-0.468883,0.157942,-1.04781,0.424242,2018
"292","Maryland","B10",31,19,1.43322,-0.893659,0.809598,-1.03749,0.496296,-0.407055,0.611312,-1.68876,0.612903,2018
"293","Minnesota","B10",32,15,-0.385844,0.142622,-1.51917,-1.17136,0.16408,-0.00517715,0.103538,-1.20413,0.46875,2018
"294","Nebraska","B10",33,22,-0.255911,-1.06637,-1.28154,-0.145061,0.18781,1.38594,0.556907,-1.29793,0.666667,2018
"295","Northwestern","B10",31,15,-0.125978,0.315336,-0.426073,0.16729,0.0217023,-0.561624,-0.98455,0.343525,0.483871,2018
"296","Penn St.","B10",39,26,0.881005,-0.617317,-0.663702,0.390398,0.567485,-0.407055,-0.549315,-0.422488,0.666667,2018
"297","Rutgers","B10",33,15,-2.04249,-0.720945,-0.711228,0.836614,0.94716,-0.128832,-0.730663,-0.625716,0.454545,2018
"298","Wisconsin","B10",33,15,0.328789,0.384421,-0.901332,-0.10044,-0.215595,-0.561624,-0.331697,-0.719514,0.454545,2018
"299","Illinois","B10",33,12,-0.0934944,0.729848,-0.140918,1.41669,-0.0494868,0.736752,-0.91201,1.1877,0.363636,2019
"300","Indiana","B10",35,19,0.361272,-0.65186,-0.378547,-0.234305,-0.286784,-0.437969,0.0128637,-0.875843,0.542857,2019
"301","Nebraska","B10",35,19,-0.223428,-0.686403,-2.08948,0.301155,-0.191865,0.798579,-0.277293,-0.75078,0.542857,2019
"302","Northwestern","B10",32,13,-1.06799,-1.17,-1.23401,-0.323548,-1.21224,-0.994416,-0.785067,-0.125463,0.40625,2019
"303","Penn St.","B10",32,14,-0.775644,-0.064634,-0.283496,0.43502,0.614944,-0.994416,-0.404236,-0.10983,0.4375,2019
"304","Rutgers","B10",31,14,-0.93806,-0.306433,0.191763,-0.546656,0.97089,-0.77802,-0.513045,-0.37559,0.451613,2019
"305","Kansas St.","B12",32,15,-0.678194,-0.133719,1.04723,0.702749,1.11327,0.582183,2.08023,0.968842,0.46875,2015
"306","TCU","B12",33,18,-0.645711,-2.06811,-0.140918,0.613506,1.94381,1.20046,2.1709,2.06315,0.545455,2015
"307","Texas Tech","B12",32,13,-1.36034,-0.306433,1.47496,0.658128,1.25565,0.953148,2.09836,0.26536,0.40625,2015
"308","Kansas St.","B12",33,17,-0.74316,-0.375518,0.762073,0.970479,1.82516,0.458529,1.44551,0.875044,0.515152,2016
"309","Oklahoma St.","B12",32,10,-0.515777,-1.03183,0.191763,-0.502034,-0.120676,0.860407,0.683851,0.953209,0.3125,2016
"310","TCU","B12",33,12,-1.36034,0.280793,0.952176,1.10434,-0.00202743,0.613097,2.00769,1.03137,0.363636,2016
"311","Oklahoma","B12",31,11,-0.808127,-0.0300913,0.144237,-0.0558182,0.353918,0.087564,0.393694,-0.203627,0.354839,2017
"312","TCU","B12",38,24,0.913488,0.10808,0.0491851,0.033425,1.137,-0.0670046,-0.422371,-0.610083,0.631579,2017
"313","Texas","B12",33,11,-0.353361,-0.686403,0.429392,-0.145061,-0.215595,0.520356,-0.00527108,-0.75078,0.333333,2017
"314","Texas Tech","B12",32,18,0.978455,0.24625,-1.04391,0.747371,0.16408,-1.1799,0.194212,0.124664,0.5625,2017
"315","Baylor","B12",33,19,0.621138,-0.824574,0.524443,-0.635899,1.46921,0.0566503,-0.422371,-0.719514,0.575758,2018
"316","Iowa St.","B12",31,13,0.00395553,0.315336,-0.80628,-0.992872,0.0454319,0.334874,-0.857606,-1.29793,0.419355,2018
"317","Oklahoma St.","B12",36,21,-0.0285278,-0.0300913,-0.283496,0.747371,1.16073,0.489442,-0.422371,0.124664,0.583333,2018
"318","Oklahoma St.","B12",32,12,0.0689221,0.0735368,-0.331022,-0.457413,-0.690188,-0.0360909,-0.712528,-0.516286,0.375,2019
"319","TCU","B12",37,23,0.718588,-0.582775,0.239288,-0.0111966,0.448837,-0.252487,-0.513045,-1.11034,0.621622,2019
"320","Texas","B12",37,21,0.328789,-0.479147,-1.18649,0.122668,-0.286784,-0.00517715,-0.875741,-0.797678,0.567568,2019
"321","West Virginia","B12",36,15,-0.775644,0.798934,1.23733,-0.0558182,1.80143,-0.252487,0.79266,0.499854,0.416667,2019
"322","Creighton","BE",33,14,-0.158461,0.142622,-0.140918,-0.680521,0.472566,-0.437969,0.321155,-0.21926,0.424242,2015
"323","DePaul","BE",32,12,0.263822,0.24625,0.524443,0.0780467,-0.452891,1.84965,0.357425,2.17258,0.375,2015
"324","Marquette","BE",32,13,-0.0285278,-0.306433,0.286814,1.05972,-0.0732165,2.12787,0.230481,-0.703881,0.40625,2015
"325","Seton Hall","BE",31,16,-0.548261,-0.824574,0.00165929,-0.278926,1.27938,1.13863,0.647581,0.499854,0.516129,2015
"326","Creighton","BE",35,20,1.2708,-0.375518,-1.23401,-0.502034,-0.476621,-1.05624,0.538773,-0.203627,0.571429,2016
"327","DePaul","BE",31,9,-0.158461,0.453507,1.33238,-0.368169,0.330188,0.118478,0.357425,1.56289,0.290323,2016
"328","Georgetown","BE",33,15,0.426238,-1.20454,0.191763,-1.03749,-0.239324,-0.345228,0.611312,2.26637,0.454545,2016
"329","Marquette","BE",33,20,0.686105,-0.479147,0.619495,0.16729,-0.286784,0.365787,1.08282,-1.06344,0.606061,2016
"330","St. John's","BE",31,7,-1.45779,0.349879,1.04723,0.658128,-0.429162,0.427615,0.629446,1.3284,0.225806,2016
"331","DePaul","BE",32,9,-0.580744,1.28253,0.809598,0.613506,0.140351,0.149391,0.194212,0.843778,0.28125,2017
"332","Georgetown","BE",32,14,0.686105,-0.928202,0.667021,-0.591277,-0.0732165,0.30396,1.46365,0.624918,0.4375,2017
"333","St. John's","BE",33,14,0.133889,0.798934,-0.473599,0.836614,-0.452891,1.01498,0.30302,0.703082,0.424242,2017
"334","DePaul","BE",31,11,-0.645711,0.660763,0.33434,0.702749,0.852241,-0.437969,-0.930145,-0.391222,0.354839,2018
"335","Georgetown","BE",30,15,0.621138,0.24625,0.952176,-0.725142,0.472566,-1.08716,0.683851,-1.01654,0.5,2018
"336","Marquette","BE",35,21,2.2453,1.28253,-0.663702,-0.234305,-0.405432,0.0257366,-1.03895,0.64055,0.6,2018
"337","St. John's","BE",32,16,-0.223428,0.0735368,-1.09143,1.59518,-1.35462,0.767666,-0.748797,-0.0629311,0.5,2018
"338","Butler","BE",33,16,0.718588,0.902562,-1.23401,0.122668,-0.856296,-0.592538,-1.69181,0.234094,0.484848,2019
"339","Creighton","BE",34,20,2.0504,0.937105,-0.0458665,0.211911,-1.09359,-0.839848,-1.00268,-1.07907,0.588235,2019
"340","DePaul","BE",36,19,0.913488,1.07528,0.0491851,-0.412791,0.804782,-1.21081,0.284886,-0.610083,0.527778,2019
"341","Georgetown","BE",33,19,0.361272,0.0389941,-0.378547,-1.03749,-0.0494868,-1.02533,0.665716,-0.703881,0.575758,2019
"342","Providence","BE",34,18,-0.613227,-0.133719,0.00165929,0.702749,0.591215,-0.376142,0.828929,-0.313058,0.529412,2019
"343","Xavier","BE",35,19,0.945971,0.211708,0.429392,-1.08212,0.686133,-0.716193,-0.349832,-1.54806,0.542857,2019
"344","Idaho","BSky",28,11,1.14087,1.21345,-0.568651,-1.43909,0.330188,-0.77802,0.738255,1.04701,0.392857,2015
"345","Idaho St.","BSky",28,5,-0.580744,0.660763,0.00165929,0.033425,0.140351,0.829493,0.448099,-0.000399365,0.178571,2015
"346","Montana","BSky",31,18,1.23832,0.418964,-0.331022,0.568884,-0.405432,-0.252487,-0.222889,1.3753,0.580645,2015
"347","Montana St.","BSky",29,6,-0.970544,1.00619,0.90465,-0.725142,-0.0494868,-0.407055,-1.05709,1.56289,0.206897,2015
"348","North Dakota","BSky",28,6,-0.483294,1.07528,-0.378547,-0.234305,-1.09359,-0.159746,0.72012,1.17207,0.214286,2015
"349","Northern Arizona","BSky",37,22,-1.23041,-0.513689,-0.473599,-0.859007,1.42175,-0.839848,0.33929,0.562386,0.594595,2015
"350","Northern Colorado","BSky",28,13,1.01094,1.93884,-1.18649,0.613506,1.01835,1.47868,0.103538,0.875044,0.464286,2015
"351","Portland St.","BSky",27,13,-0.385844,0.902562,-1.09143,-0.502034,-0.405432,0.798579,0.484368,-0.531919,0.481481,2015
"352","Sacramento St.","BSky",31,19,1.30329,1.28253,-0.996383,0.43502,-0.500351,1.16954,0.176077,-0.391222,0.612903,2015
"353","Southern Utah","BSky",28,9,0.783555,0.488049,0.667021,-1.30522,-1.59192,-0.0670046,0.75639,2.4696,0.321429,2015
"354","Weber St.","BSky",28,11,-0.613227,0.24625,0.857124,-0.903629,-0.120676,0.211219,2.08023,-0.516286,0.392857,2015
"355","Eastern Washington","BSky",32,16,2.11537,1.35162,-1.23401,-1.21598,-0.618999,-0.0979183,0.248616,0.484221,0.5,2016
"356","Idaho","BSky",32,19,-0.385844,-0.202805,1.90269,0.122668,1.20819,-1.30355,1.82634,1.07827,0.59375,2016
"357","Idaho St.","BSky",29,14,0.0689221,0.557135,-0.188444,-0.546656,-1.09359,-0.345228,0.72012,0.0933982,0.482759,2016
"358","Montana","BSky",30,18,1.14087,-0.202805,-0.188444,0.033425,-0.215595,-1.42721,0.411829,1.64106,0.6,2016
"359","Montana St.","BSky",30,13,0.296305,1.31707,-0.663702,-0.769764,0.875971,-0.623451,-0.694393,1.79739,0.433333,2016
"360","North Dakota","BSky",30,14,0.231339,0.384421,-0.283496,0.43502,-1.30716,-1.11807,0.865199,0.593652,0.466667,2016
"361","Northern Arizona","BSky",28,3,-1.52276,2.11156,-0.283496,-0.502034,-1.66311,0.0257366,0.284886,-0.078564,0.107143,2016
"362","Northern Colorado","BSky",29,8,0.263822,2.00793,0.571969,-0.412791,-0.0257571,0.087564,1.60872,2.12568,0.275862,2016
"363","Portland St.","BSky",29,11,0.426238,1.10982,-0.616177,0.211911,-0.144406,0.365787,-0.11408,-0.313058,0.37931,2016
"364","Sacramento St.","BSky",29,12,-0.190944,0.00445143,-0.948857,-0.457413,-0.713918,0.520356,0.0672681,0.484221,0.413793,2016
"365","Southern Utah","BSky",28,4,-0.190944,2.6297,0.0491851,-0.546656,-1.28343,0.520356,0.157942,1.59416,0.142857,2016
"366","Eastern Washington","BSky",32,22,1.40074,0.384421,-0.758754,-1.84068,-0.476621,-0.53071,0.0491333,0.327892,0.6875,2017
"367","Idaho","BSky",31,19,0.00395553,-0.375518,0.00165929,-0.412791,0.235269,-1.11807,0.974007,1.2815,0.612903,2017
"368","Idaho St.","BSky",30,6,0.101405,2.21518,0.286814,-0.189683,-1.73429,0.891321,0.647581,-0.0941969,0.2,2017
"369","Montana","BSky",32,16,0.426238,0.660763,-1.47164,-0.189683,-0.310513,-0.839848,-0.277293,1.50036,0.5,2017
"370","Montana St.","BSky",30,16,0.426238,0.764391,-0.996383,-0.10044,-0.500351,-0.561624,0.321155,2.4696,0.533333,2017
"371","Northern Arizona","BSky",31,9,-1.03551,0.971647,0.809598,-0.859007,0.472566,-0.808934,-0.241023,-0.313058,0.290323,2017
"372","Northern Colorado","BSky",27,11,0.361272,0.729848,0.762073,-0.189683,-0.452891,-1.27264,-0.0234059,-0.0472981,0.407407,2017
"373","Portland St.","BSky",28,15,0.848521,2.04247,-1.23401,1.59518,-0.856296,0.55127,0.647581,0.312259,0.535714,2017
"374","Sacramento St.","BSky",29,13,-0.0285278,0.764391,-0.901332,-1.2606,-0.452891,-0.0670046,0.502503,-0.266159,0.448276,2017
"375","Southern Utah","BSky",31,6,-0.710677,2.24973,-0.140918,-0.859007,0.0217023,-0.0360909,1.04655,2.57903,0.193548,2017
"376","Weber St.","BSky",32,20,1.98544,0.177165,-0.853806,-0.94825,-1.87667,0.242133,1.51805,-0.828944,0.625,2017
"377","Eastern Washington","BSky",33,20,1.33577,0.315336,-0.901332,-0.769764,-1.82921,-1.39629,-1.18403,0.0933982,0.606061,2018
"378","Idaho","BSky",29,22,1.56315,0.00445143,0.33434,-1.12674,0.425107,-1.6436,-0.748797,-0.719514,0.758621,2018
"379","Idaho St.","BSky",28,14,1.6606,0.833476,-0.0933924,-0.859007,-2.25635,-0.437969,-0.00527108,-0.59445,0.5,2018
"380","Montana St.","BSky",30,13,-0.678194,1.6625,-0.758754,-0.10044,-0.144406,-0.561624,0.810794,0.249727,0.433333,2018
"381","North Dakota","BSky",30,12,0.621138,2.18064,-0.616177,0.479641,-2.25635,-0.00517715,0.176077,-0.10983,0.4,2018
"382","Northern Arizona","BSky",30,5,-1.62021,1.80067,1.57001,0.16729,-0.54781,-0.00517715,1.46365,0.343525,0.166667,2018
"383","Northern Colorado","BSky",35,26,1.23832,-0.444604,-0.948857,-0.591277,-0.880026,-1.58178,-0.150349,0.296626,0.742857,2018
