"EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","YEAR","WR"
48.7,50.3,17.6,19.3,30.3,22.9,29.3,28.6,2021,0.619047619047619
51.7,50.8,23.4,17.3,32.6,20.7,41.3,34.8,2021,0.590909090909091
50.6,51.7,18.6,18.9,34.9,32.7,27.8,32.5,2021,0.56
45.6,44.9,21.8,22.5,30.4,27.7,32.7,39.5,2021,0.56
48.1,51.5,13.7,19.1,30.3,29.2,28.9,30.1,2021,0.583333333333333
53.7,52.9,15.9,18.1,22.9,27.8,35.3,33.9,2021,0.56
53.2,49.5,15.4,15.4,21.7,24.4,33.1,35.3,2021,0.583333333333333
50.7,52.5,21.5,21.6,32.8,32.3,34.3,31.4,2021,0.56
50,49.4,18.9,19.2,29.7,29.8,35.7,27.3,2021,0.518518518518518
50.4,54.8,21.2,22.3,35.7,29.6,29.4,32.9,2021,0.56
51.4,48.3,21,20.3,25.1,28.7,36.5,27,2021,0.518518518518518
47.9,46.6,21.6,18.5,30.8,26,34.7,32.7,2021,0.518518518518518
45,49.7,15.5,19,29,31.3,36.7,34.3,2021,0.482758620689655
51.8,48,17.6,19.6,36.1,22,30.5,36.3,2021,0.7
50.3,46.5,18.8,17.9,25.8,24.3,36.6,25.6,2021,0.7
52.5,45.8,17.6,16.4,26.1,23.8,22,28.6,2021,0.636363636363636
48.7,48,20.7,22.1,34.5,29.5,37.5,42.9,2021,0.736842105263158
55.5,48.4,21.4,17.5,23.7,28.4,34.5,26.7,2021,0.608695652173913
47.6,47.6,17.1,18.8,26,22,27.7,27.7,2021,0.608695652173913
48.9,51.5,18.3,21.7,25.3,27.4,36.3,28.3,2021,0.625
48.4,50.6,19.6,20.6,38.5,25.7,26.9,42.3,2021,0.625
49.4,50.9,15.7,18.1,26.5,26.9,23.7,38.3,2021,0.681818181818182
51.2,51.5,17.4,18.4,23.2,28.4,36.5,22.7,2021,0.652173913043478
50.5,49.9,23.2,18,33.4,24.5,40.2,25,2021,0.6
48.7,54.3,16.7,18.7,32.9,29,31.6,26.3,2021,0.652173913043478
50.4,49.9,18.7,13.8,28.7,19.7,33.6,26.3,2021,0.555555555555556
48.9,49.6,19.4,18.2,22.7,29.1,35.9,40.4,2021,0.652173913043478
52.6,51.8,21.1,17.1,26.7,26.8,26.3,22,2021,0.6
49.6,47,21.9,17.5,36.4,27.6,32.9,24.1,2021,0.517241379310345
50.1,52.4,18.2,22.4,32.4,24.9,33,32.5,2021,0.833333333333333
53.7,46.5,20.6,17,29.1,29.7,34.6,27,2021,0.75
54.8,49.9,16.3,19.8,23.8,28.2,24.2,27.5,2021,0.681818181818182
48.6,50,18.5,19.4,27.9,25.7,31.3,29.4,2021,0.681818181818182
51.5,48.6,17,16.4,30,28.8,30.7,27.3,2021,0.714285714285714
50.8,49.6,19.3,17.6,34.2,28.6,28.1,27.9,2021,0.681818181818182
54.9,52,18.9,18.6,25.5,28,24.3,25.4,2021,0.681818181818182
51.3,48.4,18.3,17.8,24.3,24.3,38.9,41.4,2021,0.64
48.9,48.6,20.4,22.7,34.8,27.2,34.4,33,2021,0.592592592592593
50.4,52.6,16.8,21.9,29.2,30.5,28.6,31.8,2021,0.592592592592593
55,50.9,23.4,24.5,36.5,27.2,44,42.2,2021,0.888888888888889
50.3,47.3,19.4,25.7,30.9,31.4,26.9,46.3,2021,0.761904761904762
51.3,48.8,16.8,19.7,30.9,32.5,32.6,34.6,2021,0.8
50,45.9,21.8,18.1,35.5,27.2,32.2,29.8,2021,0.842105263157895
56.5,51.2,17.3,15.3,24,21.1,38,26.3,2021,0.727272727272727
50.4,43.9,22.4,22.4,33.7,24.9,34.2,36.1,2021,0.666666666666667
51.1,46.2,18.4,17.6,37.4,26.8,30.4,29.5,2021,0.695652173913043
56.7,51.5,17.8,20.5,26.3,27.4,25.8,28.7,2021,0.727272727272727
55.7,52,18.5,21.5,19.6,30.9,33.8,30.5,2021,0.68
50.8,49.7,17.7,19.3,26.4,33,31,24.6,2021,0.708333333333333
56.4,49.9,17.2,18.9,22.4,24.5,36.8,32.2,2021,0.85
54.2,47.5,18.2,14.2,23.8,22.2,30.6,28,2021,0.772727272727273
50.5,49.2,17.2,18,34.3,24.4,41.8,32.4,2021,0.653846153846154
50.3,48.4,20.4,17.2,32.2,27.9,30.1,30.3,2021,0.708333333333333
54.3,50.2,18,16.8,26.1,26,24.8,27.1,2021,0.692307692307692
54.4,45.1,18,16.6,34.1,24.9,34.5,21.8,2021,0.75
54.9,47.5,20,19.9,24.6,26,33.9,27.8,2021,0.782608695652174
51.8,49.7,20.1,22.7,28.6,26.5,27.1,33.3,2021,0.782608695652174
51,49.2,17.6,20.6,28.6,28,27.8,34.4,2021,0.75
52.1,48.7,16.5,20.2,27.3,23.8,34.4,28,2021,0.72
50.4,51.9,15.9,18.8,22.6,25.1,28.1,23.4,2021,0.75
47.3,45.6,18.9,18.2,31.1,24.7,29.1,28.1,2021,0.72
52.5,48.1,19.9,15.7,32.2,28,31,25.5,2021,0.72
50.4,48.5,20.3,22,29.3,32.7,30,39.5,2021,0.791666666666667
52.4,51.7,16,17,29.2,23.9,39.4,31.2,2021,1.05263157894737
51,48.9,21.2,19,32.1,24.4,36.2,22.2,2021,0.740740740740741
50.5,45.6,18.4,18.8,27.1,23.4,35.3,26.4,2021,0.777777777777778
54.3,48.3,15.5,17.4,29.6,30.7,28.5,23.4,2021,0.724137931034483
48.6,47,15.6,23.6,29,25.4,29.9,27.1,2021,0.814814814814815
51.2,51,16.6,24.3,26.8,30.2,25.6,32.2,2021,0.814814814814815
56.3,49.3,16.6,20.3,26.1,27.2,27.9,24.6,2021,0.896551724137931
58.7,43.1,15.7,16.3,29.1,23.4,30.6,22.7,2022,0.875
53.8,45.8,17.3,18.1,32.9,28.6,32.3,27.7,2022,0.85
52.8,47.8,17.9,22.9,36.3,28.8,29,27.7,2022,0.794117647058823
55.6,44.4,18.3,17.4,34.7,28.6,34.9,24,2022,0.891891891891892
55.6,47.1,15,15.7,31.7,28.9,28.6,19.1,2022,0.82051282051282
51.5,47.3,15.5,18.4,31.2,28.9,29.8,25,2022,0.789473684210526
53.1,46.9,16.7,17.5,37.7,24.9,28,25.4,2022,0.764705882352941
49.9,44.1,16.7,20,33.7,28.9,31.6,34.2,2022,0.823529411764706
52.6,45.8,19.8,23.2,33.2,25.8,35.1,31.9,2022,0.72972972972973
50.7,46.4,17.7,22.9,32.4,27.2,29,31.5,2022,0.771428571428571
56.5,49.1,17.5,14,35.2,23.8,38.2,21.6,2022,0.783783783783784
47.7,49,13,17,25.9,24.4,32.4,27.2,2022,0.757575757575758
50.6,47.6,13.2,19.4,31.3,25.3,29.5,28.3,2022,0.771428571428571
52.5,46,18.1,15.5,33.1,26.6,32,28.2,2022,0.696969696969697
48.6,47.5,16.9,20.5,29.6,25.3,37.2,31.9,2022,0.756756756756757
50,46.3,17,15.6,30.3,27.4,37,27,2022,0.818181818181818
53.1,43.3,16.9,21.7,37.7,28,29,34.7,2022,0.842105263157895
53.3,49.7,13,19.2,32.3,30,30,26.3,2022,0.722222222222222
52.7,48.3,17,19.2,27.4,21.7,23.3,25.1,2022,0.787878787878788
49.6,46,17.3,18,37.9,27.6,30.5,31.7,2022,0.696969696969697
50.1,47,17.8,23,31.6,29.8,32,39,2022,0.647058823529412
49.4,45.1,20.7,25.1,33.8,30.9,33.4,37.8,2022,0.647058823529412
51.3,49.8,19.8,17.9,35.3,30.5,32.9,34.8,2022,0.575757575757576
54.8,50.1,15.2,18.5,21.9,25,29.6,25.6,2022,0.833333333333333
54.3,47.6,17.1,15.5,29.3,28.7,33.4,29.1,2022,0.625
52,48.1,18.8,15.3,30.7,27.1,29.9,28.3,2022,0.638888888888889
52.6,48.1,17.1,20.4,35.3,25.7,32.4,26,2022,1
51.2,44.7,17.9,14.4,33.5,26.7,30.9,26.8,2022,0.764705882352941
51.5,48.6,16.4,13.6,31.9,21.6,30.3,21.4,2022,0.743589743589744
48.7,44.1,19.3,21.9,29.5,27.3,31.1,31,2022,0.71875
50.7,48.3,18.4,20.2,30.6,22.4,35.2,25.9,2022,0.794117647058823
47.2,45.6,17.7,18.5,32.3,29.1,30.5,27.8,2022,0.67741935483871
52.3,46.6,22.5,20.4,37.4,30.9,37.8,33.2,2022,0.666666666666667
48.7,47.4,21.4,18.6,37.7,26.1,31.4,26.9,2022,0.617647058823529
50.6,44.9,20.4,15.5,28.4,28.5,26.7,20.8,2022,0.657142857142857
52.1,47,17.2,18.9,22.5,31.6,26.2,29.5,2022,0.59375
53.1,47.1,17.9,18.4,30,24,28.5,33,2022,0.727272727272727
53.4,52.5,14,20.4,22.4,30.3,28.9,24.8,2022,0.702702702702703
55.6,46.9,18.5,20.1,25.1,24,31.5,28.9,2022,0.78125
55.6,49.5,14.8,16.7,23.6,22.4,32.5,28,2022,0.818181818181818
55.1,49,17,18.7,27.8,26.2,24.5,25.6,2022,0.638888888888889
52.1,49.7,17.3,14.7,31,24,29.4,25.6,2022,0.558823529411765
54,49,15.6,15.1,22.1,24.7,27.3,22.2,2022,0.705882352941177
49.1,47.9,20.4,24.6,28.4,28.3,27.1,36.7,2022,0.628571428571429
49.9,48.6,17.3,17.8,29.6,27,26.2,28.6,2022,0.5625
50.6,46.2,17.2,17.6,27,25.1,33.5,30.7,2022,0.6
52.8,48.4,16.4,21.1,33.3,27.5,29.3,31.3,2022,0.818181818181818
52.3,47.1,17.1,15.7,25.5,24.6,37.1,24.8,2022,0.757575757575758
51.9,45.2,20.8,16.8,32.6,25.7,34.6,28.3,2022,0.870967741935484
51.1,50.5,14.3,18.8,22.4,27.5,31,23.4,2022,0.648648648648649
57.1,47.7,14.7,16.8,23.7,18.7,26.7,23.3,2022,0.848484848484849
52.2,49.4,17,18.1,32.7,26.2,26.8,27.8,2022,0.818181818181818
59.2,51.4,15.3,15.8,23.7,24.3,34.6,21.3,2022,0.909090909090909
52.5,49.1,17.7,17.5,29,26.4,39.3,26.1,2022,0.75
55.6,48.9,16.9,16,26.6,25.1,26.3,24.1,2022,0.676470588235294
51.5,51.4,18.4,20,33.2,24.5,35.4,26.5,2022,0.896551724137931
49.7,48.9,18.3,18.2,25.6,26.7,32.2,32.1,2022,0.633333333333333
53.9,49.4,18.7,18.2,26.7,23.5,40.1,36.1,2022,0.818181818181818
47.5,44.2,20.1,20.5,30.9,29,37.4,41.2,2022,0.666666666666667
53.4,49.6,18.3,18.5,26.7,31.3,34.5,29.1,2022,0.647058823529412
53.6,48.1,19.7,17.1,28.2,27,32.1,21.6,2022,0.7
48.9,51.1,17.9,20.2,29.1,28.2,34.8,25.7,2022,0.7
44.7,50,16.6,22.1,32.5,31,30.4,33.2,2022,0.692307692307692
49.6,47.6,19,16.6,32.8,31.7,32.7,25.2,2022,0.709677419354839
51.7,51.4,17.7,18.5,31,30.1,31.6,26.1,2022,0.628571428571429
48.2,45.3,21.4,17.3,33,28,33.6,33.4,2022,0.59375
50.9,45.8,20.1,18.4,30.1,27.8,38.3,33.5,2022,0.857142857142857
47.2,49,19.7,22.6,34,28.8,38,42.3,2022,0.741935483870968
54.8,49.4,22,20.3,25.7,26.2,27.4,26.4,2022,0.542857142857143
49.6,47.4,18.9,23.7,33.5,33.2,35.7,33.3,2022,0.692307692307692
48,45.7,21.4,22.8,32.3,31.4,33,31.2,2022,0.5
55.6,47.3,19.2,17.6,26.7,26.2,33.6,29.4,2022,0.714285714285714
47.9,46.9,16.6,20.4,33.4,29.5,29.8,30.3,2022,0.594594594594595
53.9,46.9,19.1,17.1,30.3,23.6,30.5,23.7,2022,0.685714285714286
52.5,50.6,15.4,16.7,29.2,32.1,28.3,23.5,2022,0.484848484848485
50.9,48.3,16.7,18.1,29.3,26.1,35.3,25.9,2022,0.638888888888889
50.8,48.9,15.9,21.3,30.7,31.5,26.1,33.2,2022,0.53125
51.4,44.4,21.9,24.7,26.6,32,30.9,38.3,2022,0.6875
51.4,46.3,18.7,19.5,31.7,25.1,37.7,32.8,2022,0.833333333333333
54.2,49.7,18.3,18.3,26,22.9,28.9,29,2022,0.545454545454545
49.6,49.4,18.5,21.8,31.5,32.5,33.8,30.3,2022,0.588235294117647
51.5,44.5,17.7,17,27.7,30.3,35.6,25.4,2022,0.727272727272727
46.8,50.6,18.2,22.5,30,33.6,36.1,34.1,2022,0.484848484848485
49.7,48.8,16.1,18.3,27.8,28.8,28.1,23.3,2022,0.6
50.2,48.5,18.9,20.7,27.5,27.7,38.7,34.9,2022,0.527777777777778
51.8,47.7,18.4,15,30.6,22.5,27.2,31.1,2022,0.727272727272727
54.5,48.5,16.2,16.5,23.4,26.2,27.6,21.2,2022,0.636363636363636
53,53.9,16.2,18,20.8,21.8,33.2,22.7,2022,0.645161290322581
48.8,48.8,17.4,16.8,31.7,28.5,33.4,26,2022,0.483870967741935
51.3,49.2,22.3,24.4,34.5,32.2,36.5,37.4,2022,0.785714285714286
48.3,48.6,18.5,20.8,30.6,26.3,25,34.7,2022,0.633333333333333
50.7,47.1,18.4,16.1,22.4,22.4,26.9,28.2,2022,0.615384615384615
49.8,50.4,20.1,18.6,32.4,25.2,27.5,28.6,2022,0.548387096774194
53.3,54.4,15,17.7,22.4,30.5,22.1,30.2,2022,0.689655172413793
48.8,52.1,17.9,19.9,27.1,27.2,38.1,27.7,2022,0.645161290322581
46.9,49.7,18.4,17.1,32.3,27.3,34.3,29.4,2022,0.419354838709677
51.3,50.6,16.4,18.3,22.2,26.1,26.3,27.6,2022,0.615384615384615
45.9,50.9,20.3,19.1,31.9,27.9,32.5,36.8,2022,0.5
49.6,49.6,19.5,19.4,34.1,25.7,38.1,28.3,2022,0.529411764705882
49.4,49.5,16.9,19.8,25.2,28.3,29.6,32,2022,0.451612903225806
51.1,47.7,17.7,19.4,27.3,22.9,31.2,27.2,2022,0.657142857142857
50.6,48.2,18.7,18,33.8,26.5,32.7,32.4,2022,0.676470588235294
51.2,49.6,15,20.3,20.1,32.8,33.4,28.5,2022,0.482758620689655
52.4,49.7,16.4,16.9,25.8,24.1,29.8,29.1,2022,0.515151515151515
51.1,49.6,17.1,19.2,29.9,31.1,29.7,29.1,2022,0.588235294117647
55.6,51.5,15.7,19.1,27.4,28.1,23.3,24.6,2022,0.666666666666667
54.6,48.8,15.5,15.7,25.8,24,27.7,28,2022,0.696969696969697
51.6,47.9,17.9,19.5,35.7,26.5,33.9,31.9,2022,0.735294117647059
51.4,49.3,15.9,19.4,30.2,25.9,27.3,33.5,2022,0.735294117647059
47.1,46.3,17.3,19.6,24.9,30.3,21.2,32.3,2022,0.451612903225806
49.4,50.2,16.8,16.1,27.2,27.6,33.9,24.6,2022,0.46875
50.4,48.1,19.7,17.5,29.9,24.4,34.7,27,2022,0.636363636363636
49.1,48.4,17,17.2,27.1,25.9,30.7,30.8,2022,0.580645161290323
49,50.8,14.1,19.3,25.6,25.1,25.1,34.8,2022,0.5
50.5,50.3,15.5,19.1,26.9,27.5,25.9,22.2,2022,0.696969696969697
46.7,47.3,18.7,20.1,32.3,28.3,31.7,30.4,2022,0.535714285714286
50.7,46.6,17.9,19,31.8,29.8,37.3,33.8,2022,0.757575757575758
55.7,49.4,16.8,20.9,24.4,27.8,25.9,23.5,2022,0.78125
49.9,43.5,19.2,18.6,34.8,28.4,31,33,2022,0.793103448275862
50.5,48.3,18.6,13.8,28.6,24.1,21.8,26.2,2022,0.451612903225806
46.9,45,15.2,17.9,30.1,29.6,29.6,34.5,2022,0.5625
51.4,47.2,18.9,20.3,30,29.2,34.2,36.5,2022,0.742857142857143
49.9,48.7,19.1,20.7,30.8,30.8,28.5,29.8,2022,0.6
53,47.2,14.7,15.3,30.4,27.4,28,22.9,2022,0.787878787878788
49.6,51.4,18,19.4,26.7,26.6,28.7,28,2022,0.40625
51.9,48.2,16.9,19.3,26.1,28.1,31.1,28.1,2022,0.774193548387097
51.1,46.9,19.9,18.2,31.9,23.5,27.3,30.2,2022,0.566666666666667
49,52.2,18.1,21,31.7,31.1,30.3,30.4,2022,0.548387096774194
47.3,47.3,21.4,21.5,33.6,32.1,29.2,41.6,2022,0.6
46.4,49.9,16.7,22.1,29.3,35.6,34.7,30.1,2022,0.53125
45.4,45.5,18.5,17.2,32.7,29.3,39.7,31.7,2022,0.586206896551724
56.7,51.3,14.5,15.5,24.8,23.5,21.3,21.7,2022,0.821428571428571
50.7,51.2,14,15.8,17.7,27.5,23.6,23.3,2022,0.433333333333333
47.8,51.5,17.9,18.7,29.9,25.7,29.6,31.5,2022,0.393939393939394
53.4,54.4,14.7,20.4,23.3,26.9,21.7,26.3,2022,0.7
50.3,51.5,17.1,18.3,20.6,31.4,33.3,29.4,2022,0.3125
48.4,52,17.6,27.9,27.8,30.9,39.3,49.1,2022,0.78125
49.8,51.4,22.3,16.4,33.8,22.9,29.9,29,2022,0.5
50.6,45.4,22.1,15.6,32,24.5,38.1,28.3,2022,0.666666666666667
47.1,49.9,18.2,17.1,27.1,27.4,30.2,30.2,2022,0.451612903225806
48.8,50.3,18,16.3,27.3,24.9,25.1,30,2022,0.40625
52.4,46.5,20.4,17.3,30.7,29.5,29,23.7,2022,0.741935483870968
47.9,53.4,14.5,18.3,30.3,31,29.1,29.4,2022,0.34375
53,49.6,18,17.2,24.9,23.8,29,29.6,2022,0.466666666666667
55.5,48.3,18,17.1,22.2,22.8,28.4,31.4,2022,0.733333333333333
48.4,49.4,18.1,15.2,29.3,29.2,30,28.6,2022,0.354838709677419
50.6,52.4,18.4,18.3,24.5,26.1,32,29.7,2022,0.433333333333333
52.8,50.7,17.6,19.9,25.1,30.4,31.3,16.5,2022,0.633333333333333
51.5,49.7,18.1,18.7,23.2,23.3,29.1,27.6,2022,0.533333333333333
53.9,53.8,17.7,19.7,26.9,22.2,28.2,28.6,2022,0.633333333333333
50.3,51.2,20.9,19.1,35.7,25,30.4,37.6,2022,0.53125
51,50.7,18.8,21.8,30.8,29.3,32.9,34.4,2022,0.807692307692308
49.8,49,18.5,19.5,30.8,26.4,32.6,36.4,2022,0.71875
53.3,50.8,19.6,19.5,31.1,26,28.8,32.1,2022,0.612903225806452
46.9,47.5,17.1,14.7,25.5,23.4,25.3,31.5,2022,0.375
49.6,50.1,18.9,18.8,25,28.1,25,31.5,2022,0.387096774193548
50.6,46.3,20.8,19.3,28.6,27.6,36.1,32.7,2022,0.5
53.5,48.1,19.3,19.5,28.4,27.2,37.2,30.4,2022,0.653846153846154
48.3,46.4,16.3,20.5,26,25.6,28.8,40.5,2022,0.766666666666667
52,50.4,16.4,16.2,25.6,26.1,25.4,26.1,2022,0.535714285714286
51.6,48.2,18.6,15.8,37,27.9,25.6,29.4,2022,0.678571428571429
47.6,44.1,20.6,17.2,29.9,27.6,29.7,31.2,2022,0.652173913043478
49.7,47.7,19.6,13.7,27,24.1,22.9,26.9,2022,0.366666666666667
50.6,50,15.4,20.4,27.1,26,31.5,28,2022,0.735294117647059
49.9,45.5,20,19,26.9,26.3,28.5,36.3,2022,0.642857142857143
48.6,47.2,18.6,16.4,33.6,23.4,30.5,30.8,2022,0.777777777777778
47.1,50.8,21.6,17.9,31.4,29.7,29.9,35.6,2022,0.375
48.4,49.8,16,17.9,26.3,26,27.6,21.7,2022,0.612903225806452
49.4,52,16.1,18,24,29.1,32.8,35.6,2022,0.433333333333333
49.2,49.9,16.7,20.5,22.6,29.5,27.8,37.2,2022,0.625
48.1,50.5,14.6,19.9,28,31.8,34.4,34.8,2022,0.794117647058823
49.9,48.1,18,22.3,33.5,27.5,32.1,39.3,2022,0.807692307692308
49.6,52.2,19,20.1,26.7,30.1,31,29,2022,0.354838709677419
52.9,52.8,18.3,15.8,24.5,26.5,29.3,28.5,2022,0.516129032258065
49.9,46.5,20.3,17.3,32.7,28.7,31.1,25.5,2022,0.655172413793103
50.2,50.1,18.3,17.4,23.9,27.7,33.5,26.2,2022,0.59375
52,47.6,19.3,20.8,26.9,31.3,30.6,30.7,2022,0.724137931034483
51.8,47.6,17,12.7,24.8,23.1,33.4,25.5,2022,0.741935483870968
51.8,53.1,17,16.6,30.6,31.1,21.7,26.1,2022,0.5
51.8,52.1,19.3,17.8,30.1,29,28.9,32,2022,0.724137931034483
47.1,50.5,18.7,18.5,27.6,28.5,33.5,31,2022,0.5
53.2,49.4,19.6,21.8,33.9,31.9,36.1,34.2,2022,0.689655172413793
47.5,47.3,17.3,17.8,29.4,27.9,36.9,33.6,2022,0.617647058823529
46.2,53.6,18.8,18,32.3,29.9,29,27.6,2022,0.193548387096774
55.3,51.1,16.9,14,22.7,29.6,26.3,25.3,2022,0.551724137931034
48.6,46.9,22,18.4,33.6,27.6,35.5,35.5,2022,0.551724137931034
50.4,46.9,19.7,15.9,29,25.1,32.5,31.7,2022,0.653846153846154
49.5,49.5,19.9,21.1,36,31,26.6,25,2022,0.666666666666667
56.4,51,21.2,19.3,25.3,27.5,37.5,33.5,2022,0.793103448275862
49.1,50.2,18,20.5,30.7,33.4,34,21.5,2022,0.666666666666667
52.6,51.7,17.4,17.2,27.8,22.5,33.4,27.6,2022,0.696969696969697
45.7,47.9,18.9,19.6,27.2,26.3,29.7,30.4,2022,0.5
53.5,51.1,19.6,18.1,26.1,28.1,32.2,31.3,2022,0.625
47.5,47.3,19.9,20.4,33.8,24.8,30.8,31.7,2022,0.67741935483871
53.9,51.1,13.2,12.7,26.6,24.7,23,24.8,2022,0.678571428571429
53.3,50.5,18.9,15.8,29.9,27.4,29.1,24,2022,0.6875
52.9,52.6,17.2,16.9,22.7,25.6,28,26.5,2022,0.548387096774194
51.3,55.2,16.6,18,29.3,29.7,32.8,29.3,2022,0.46875
50.2,54.6,20.7,15.7,25.8,30.1,39,24.1,2022,0.1875
53.5,52.3,16.3,20.2,20,24.9,37.8,26.9,2022,0.67741935483871
46.7,52,21.2,16.5,30.5,26.1,39.4,29.4,2022,0.34375
46.3,52.4,18.2,24.7,27,34,33.7,35.6,2022,0.5
51.8,51,19.5,17.2,28.5,29.8,31.3,31.9,2022,0.419354838709677
52.3,52,15.6,21,21.5,26.6,31.6,44.4,2022,0.703703703703704
49.3,49.2,20.6,19.3,29.4,28.4,34.5,28.2,2022,0.692307692307692
50.6,51.7,19.2,15.8,17.3,22.5,26.4,26.2,2022,0.392857142857143
47.6,48.5,22.1,20.3,31.6,27.6,34.9,34.5,2022,0.689655172413793
52.1,48.3,17.3,19.7,29.6,30.6,21.6,36.3,2022,0.724137931034483
51.9,54.7,19.2,18.1,24.4,27.3,31.1,31.9,2022,0.392857142857143
51,52.3,16.5,16.5,20.3,24.8,26.9,22.6,2022,0.466666666666667
48.6,47.3,17.9,19.2,26.2,28.9,29.4,36.9,2022,0.590909090909091
53.1,53.4,19.2,21.6,22.4,27.1,27.4,25.9,2022,0.67741935483871
49.3,48.2,16.7,17.1,23.1,27.1,28.1,28.8,2022,0.482758620689655
49.3,48.1,16.8,17,27.4,27.7,26.6,31.2,2022,0.46875
49.6,52.1,17.5,20.7,25.2,23.8,24.5,32.6,2022,0.565217391304348
50.5,49.9,18.2,19,26.6,33,37.1,27.4,2022,0.586206896551724
52,52.7,15.1,15.5,26.5,22.4,34.1,34.2,2022,0.655172413793103
49.2,55,18.2,17.5,26.2,34,27.6,29.1,2022,0.0967741935483871
56.2,52.9,17.1,13.9,21.9,24.6,30.8,30.1,2022,0.628571428571429
51.1,53.3,17.7,20.6,25.9,31.5,30.6,27.5,2022,0.555555555555556
49.9,48.2,20.4,17.4,28.1,27.8,36.8,33.8,2022,0.580645161290323
51.3,52.1,17,15.3,25.4,28,24.1,28.8,2022,0.428571428571429
46.7,49.2,18.6,16,26.3,26.4,25.5,23.7,2022,0.517241379310345
48.9,49.6,17.9,18,23.2,31.1,26,29.2,2022,0.4
45.6,49.2,17.3,18.4,29.4,28.3,27.2,33.2,2022,0.4375
52.6,54.4,17.9,19,27.9,29.7,22.8,30.5,2022,0.482758620689655
48.2,50.8,17.4,19,23.6,26.6,24.5,28.4,2022,0.375
50.4,48.3,18.2,16.7,26.4,27.1,25,28.5,2022,0.466666666666667
49.4,51.1,19.1,19.5,28.2,28.1,31.6,33.2,2022,0.481481481481481
47.8,50,19,16.7,29,27.4,25.1,31,2022,0.366666666666667
51.9,50.9,18.2,16.5,30.9,24.2,28.8,29,2022,0.647058823529412
51.6,52.4,17.8,18.1,25.8,28.9,36.7,39.6,2022,0.466666666666667
48.9,49.5,19.5,17.7,27.4,30.2,33.9,35.3,2022,0.482758620689655
51.8,53.1,17.4,18.2,28.7,27.9,29.7,35.3,2022,0.481481481481481
50.1,51.7,21.2,15.7,26.3,23.7,30.6,25.6,2022,0.290322580645161
52.9,50.4,18.5,15.6,25.3,26,32.9,31.5,2022,0.5625
45.7,49.4,20.3,20.3,30.5,31.7,29.7,32.3,2022,0.407407407407407
49.2,49.2,20.4,25.2,27.5,31.1,33.6,45.7,2022,0.586206896551724
49.4,52,18.1,17.8,27.3,28.1,24.3,28.3,2022,0.387096774193548
50.3,52.6,15.5,17.4,27.4,29.7,27.7,23.8,2022,0.6
41.3,48.3,19.1,18.9,29.8,27,25.4,33.6,2022,0.258064516129032
50,50.6,18.7,17.2,28.6,28.6,27,27.2,2022,0.466666666666667
52.6,52.8,16.2,16.6,21.9,28.8,31.1,19.7,2022,0.580645161290323
48.7,49.1,18.4,17.3,24.5,28.5,28.9,29.2,2022,0.517241379310345
50.9,50.4,14.8,14,27.9,21.9,25.4,26.6,2022,0.576923076923077
52.9,50.8,18.4,14.3,26.1,28.2,31.2,21.1,2022,0.516129032258065
48.4,48.5,18.5,18.2,30.6,29.7,30.4,29.7,2022,0.551724137931034
51,51,17.3,17.1,29.8,28.3,30.4,30.3,2022,0.59375
52,50.4,17.1,13.8,23.7,29.4,29.9,26.3,2022,0.464285714285714
50.2,51.8,15.7,19.1,18.1,26.8,38.5,42.8,2022,0.620689655172414
50.4,49.4,20.7,23.5,28,34.5,36.2,33.9,2022,0.615384615384615
51.3,52.4,19.5,17.1,26.8,28.3,38.1,32.8,2022,0.466666666666667
47.8,48.2,21.1,18.9,27.7,31,31.6,35.5,2022,0.5
49.2,51.5,18.9,18.1,30.9,30.5,24,24,2022,0.366666666666667
49,50.6,19.9,16.6,25.4,28.8,25.9,43.8,2022,0.333333333333333
52.3,51.5,19,14.1,22.7,28,33.9,22.7,2022,0.466666666666667
48.6,48.6,20.1,18.9,31,29.1,26.3,26.2,2022,0.482758620689655
50.3,53.5,15,18,26,30.2,23.7,30.4,2022,0.482758620689655
49.6,52.9,15.9,17.3,28.8,22.7,29.4,31.4,2022,0.533333333333333
47.1,52.7,17,23.4,26.1,31.8,31.6,39.4,2022,0.482758620689655
48.4,54.6,15.6,22.3,28.7,31.8,21.7,28.1,2022,0.481481481481481
49,50.1,19.8,19.7,29.7,28.6,30.4,39.2,2022,0.466666666666667
47.5,52.7,20.4,18,26.3,31,23.9,31.5,2022,0.225806451612903
50.9,51.5,21.5,20.3,19.6,29.4,26.8,38.9,2022,0.379310344827586
50.2,52.9,18.9,19.4,24.7,33.4,26,34.7,2022,0.464285714285714
51.3,51.6,18.7,17.8,22.3,30.8,29,38.3,2022,0.5
48.1,48.8,21.6,16.7,25.2,36.9,30.4,28.7,2022,0.392857142857143
52,52.7,18.9,17.2,18.6,27.6,32.7,22,2022,0.481481481481481
48.3,52.2,20.5,19.9,30,30.9,41.4,34.7,2022,0.517241379310345
45.4,53.5,19.5,21.1,33.1,24.6,30.2,40.7,2022,0.413793103448276
51.8,53.7,20,19.6,25.9,33.2,38.8,27.3,2022,0.633333333333333
48.6,53.5,16.5,17.3,29.9,30.7,31.9,30.8,2022,0.448275862068966
48,48.9,18.3,19.5,29.2,29.9,26.5,32.5,2022,0.535714285714286
